
|       Host |       Time |     Offset |        Seq |    latency 
-191
| nfvha-comp-07.oot.lab.eng.bos| 1729817574958 |       9780 |        541 |       0.76
| nfvha-comp-07.oot.lab.eng.bos| 1729818144972 |       9781 |        542 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729818655647 |       9782 |        543 |       1.22
| nfvha-comp-07.oot.lab.eng.bos| 1729818775279 |       9783 |        544 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729819375535 |       9784 |        545 |       0.88
| nfvha-comp-07.oot.lab.eng.bos| 1729820285519 |       9785 |        546 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729821025571 |       9786 |        547 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729821615589 |       9787 |        548 |       0.57
| nfvha-comp-07.oot.lab.eng.bos| 1729821805762 |       9788 |        549 |       0.60
| nfvha-comp-07.oot.lab.eng.bos| 1729821956055 |       9789 |        550 |       0.78
| nfvha-comp-07.oot.lab.eng.bos| 1729822306048 |       9790 |        551 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729823286396 |       9791 |        552 |       0.85
| nfvha-comp-07.oot.lab.eng.bos| 1729823526387 |       9792 |        553 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729823896446 |       9793 |        554 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729824326763 |       9794 |        555 |       0.88
| nfvha-comp-07.oot.lab.eng.bos| 1729824546766 |       9795 |        556 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729824706869 |       9796 |        557 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729824787122 |       9797 |        558 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729825037254 |       9798 |        559 |       0.76
| nfvha-comp-07.oot.lab.eng.bos| 1729825647627 |       9799 |        560 |       1.00
| nfvha-comp-07.oot.lab.eng.bos| 1729825877666 |       9800 |        561 |       0.92
| nfvha-comp-07.oot.lab.eng.bos| 1729826257691 |       9801 |        562 |       0.82
| nfvha-comp-07.oot.lab.eng.bos| 1729826417609 |       9802 |        563 |       0.61
| nfvha-comp-07.oot.lab.eng.bos| 1729826478031 |       9803 |        564 |       0.87
| nfvha-comp-07.oot.lab.eng.bos| 1729826767893 |       9804 |        565 |       0.60
| nfvha-comp-07.oot.lab.eng.bos| 1729827748088 |       9805 |        566 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729828238175 |       9806 |        567 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729828928156 |       9807 |        568 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729829588356 |       9808 |        569 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729830388447 |       9809 |        570 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729831148733 |       9810 |        571 |       0.89
| nfvha-comp-07.oot.lab.eng.bos| 1729831968788 |       9811 |        572 |       0.87
| nfvha-comp-07.oot.lab.eng.bos| 1729832108724 |       9812 |        573 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729833028864 |       9813 |        574 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729833469054 |       9814 |        575 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729834399176 |       9815 |        576 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729835139337 |       9816 |        577 |       0.82
| nfvha-comp-07.oot.lab.eng.bos| 1729836099488 |       9817 |        578 |       0.89
| nfvha-comp-07.oot.lab.eng.bos| 1729836709468 |       9818 |        579 |       0.76
| nfvha-comp-07.oot.lab.eng.bos| 1729837289586 |       9819 |        580 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729837559704 |       9820 |        581 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729838449685 |       9821 |        582 |       0.57
| nfvha-comp-07.oot.lab.eng.bos| 1729839000107 |       9822 |        583 |       0.90
| nfvha-comp-07.oot.lab.eng.bos| 1729839470119 |       9823 |        584 |       0.79
| nfvha-comp-07.oot.lab.eng.bos| 1729840450255 |       9824 |        585 |       0.85
| nfvha-comp-07.oot.lab.eng.bos| 1729841090268 |       9825 |        586 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729842060414 |       9826 |        587 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729843050656 |       9827 |        588 |       0.86
| nfvha-comp-07.oot.lab.eng.bos| 1729843100684 |       9828 |        589 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729843941262 |       9829 |        590 |       1.17
| nfvha-comp-07.oot.lab.eng.bos| 1729844081042 |       9830 |        591 |       0.82
| nfvha-comp-07.oot.lab.eng.bos| 1729844571060 |       9831 |        592 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729845351216 |       9832 |        593 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729845461272 |       9833 |        594 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729845961554 |       9834 |        595 |       0.83
| nfvha-comp-07.oot.lab.eng.bos| 1729846601478 |       9835 |        596 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729847531653 |       9836 |        597 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729848391775 |       9837 |        598 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729848841804 |       9838 |        599 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729848881840 |       9839 |        600 |       0.56
| nfvha-comp-07.oot.lab.eng.bos| 1729849512294 |       9840 |        601 |       0.89
| nfvha-comp-07.oot.lab.eng.bos| 1729850022099 |       9841 |        602 |       0.59
| nfvha-comp-07.oot.lab.eng.bos| 1729850212286 |       9842 |        603 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729850262305 |       9843 |        604 |       0.56
| nfvha-comp-07.oot.lab.eng.bos| 1729850372587 |       9844 |        605 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729850432661 |       9845 |        606 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729850792820 |       9846 |        607 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729851253118 |       9847 |        608 |       0.86
| nfvha-comp-07.oot.lab.eng.bos| 1729851283237 |       9848 |        609 |       0.84
| nfvha-comp-07.oot.lab.eng.bos| 1729851503174 |       9849 |        610 |       0.66
| nfvha-comp-07.oot.lab.eng.bos| 1729852093379 |       9850 |        611 |       0.77
| nfvha-comp-07.oot.lab.eng.bos| 1729853083574 |       9851 |        612 |       0.82
| nfvha-comp-07.oot.lab.eng.bos| 1729853803460 |       9852 |        613 |       0.61
| nfvha-comp-07.oot.lab.eng.bos| 1729854143719 |       9853 |        614 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729854353812 |       9854 |        615 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729855103946 |       9855 |        616 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729855883999 |       9856 |        617 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729856853973 |       9857 |        618 |       0.60
| nfvha-comp-07.oot.lab.eng.bos| 1729857364279 |       9858 |        619 |       0.77
| nfvha-comp-07.oot.lab.eng.bos| 1729857784292 |       9859 |        620 |       0.68
| nfvha-comp-07.oot.lab.eng.bos| 1729858444611 |       9860 |        621 |       0.87
| nfvha-comp-07.oot.lab.eng.bos| 1729858604742 |       9861 |        622 |       0.86
| nfvha-comp-07.oot.lab.eng.bos| 1729859214585 |       9862 |        623 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729859884941 |       9863 |        624 |       0.82
| nfvha-comp-07.oot.lab.eng.bos| 1729860294763 |       9864 |        625 |       0.57
| nfvha-comp-07.oot.lab.eng.bos| 1729860955532 |       9865 |        626 |       1.26
| nfvha-comp-07.oot.lab.eng.bos| 1729861425146 |       9866 |        627 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729862365236 |       9867 |        628 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729862945698 |       9868 |        629 |       1.04
| nfvha-comp-07.oot.lab.eng.bos| 1729863825707 |       9869 |        630 |       0.95
| nfvha-comp-07.oot.lab.eng.bos| 1729864155572 |       9870 |        631 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729864485800 |       9871 |        632 |       0.80
| nfvha-comp-07.oot.lab.eng.bos| 1729864735842 |       9872 |        633 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729865365998 |       9873 |        634 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729866086066 |       9874 |        635 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729866456280 |       9875 |        636 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729866616364 |       9876 |        637 |       0.71
| nfvha-comp-07.oot.lab.eng.bos| 1729867086386 |       9877 |        638 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729867496664 |       9878 |        639 |       0.76
| nfvha-comp-07.oot.lab.eng.bos| 1729868076711 |       9879 |        640 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729868166852 |       9880 |        641 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729868736895 |       9881 |        642 |       0.68
| nfvha-comp-07.oot.lab.eng.bos| 1729869407064 |       9882 |        643 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729869467110 |       9883 |        644 |       0.64
| nfvha-comp-07.oot.lab.eng.bos| 1729870107319 |       9884 |        645 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729870907250 |       9885 |        646 |       0.60
| nfvha-comp-07.oot.lab.eng.bos| 1729871167470 |       9886 |        647 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729871577511 |       9887 |        648 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729871997778 |       9888 |        649 |       0.78
| nfvha-comp-07.oot.lab.eng.bos| 1729872957689 |       9889 |        650 |       0.56
| nfvha-comp-07.oot.lab.eng.bos| 1729873378050 |       9890 |        651 |       0.79
| nfvha-comp-07.oot.lab.eng.bos| 1729874218306 |       9891 |        652 |       0.91
| nfvha-comp-07.oot.lab.eng.bos| 1729874428363 |       9892 |        653 |       0.82
| nfvha-comp-07.oot.lab.eng.bos| 1729875118357 |       9893 |        654 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729875918248 |       9894 |        655 |       0.54
| nfvha-comp-07.oot.lab.eng.bos| 1729876698608 |       9895 |        656 |       0.81
| nfvha-comp-07.oot.lab.eng.bos| 1729877258641 |       9896 |        657 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729877398774 |       9897 |        658 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729878238894 |       9898 |        659 |       0.68
| nfvha-comp-07.oot.lab.eng.bos| 1729878398983 |       9899 |        660 |       0.64
| nfvha-comp-07.oot.lab.eng.bos| 1729878879461 |       9900 |        661 |       1.03
| nfvha-comp-07.oot.lab.eng.bos| 1729879659375 |       9901 |        662 |       0.84
| nfvha-comp-07.oot.lab.eng.bos| 1729879729423 |       9902 |        663 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729880679661 |       9903 |        664 |       0.90
| nfvha-comp-07.oot.lab.eng.bos| 1729881239720 |       9904 |        665 |       0.83
| nfvha-comp-07.oot.lab.eng.bos| 1729881549717 |       9905 |        666 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729882489851 |       9906 |        667 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729882729986 |       9907 |        668 |       0.76
| nfvha-comp-07.oot.lab.eng.bos| 1729883540150 |       9908 |        669 |       0.83
| nfvha-comp-07.oot.lab.eng.bos| 1729883990111 |       9909 |        670 |       0.71
| nfvha-comp-07.oot.lab.eng.bos| 1729884880131 |       9910 |        671 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729885710217 |       9911 |        672 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729886280481 |       9912 |        673 |       0.81
| nfvha-comp-07.oot.lab.eng.bos| 1729886650402 |       9913 |        674 |       0.64
| nfvha-comp-07.oot.lab.eng.bos| 1729887150639 |       9914 |        675 |       0.77
| nfvha-comp-07.oot.lab.eng.bos| 1729887730630 |       9915 |        676 |       0.64
| nfvha-comp-07.oot.lab.eng.bos| 1729888560737 |       9916 |        677 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729888630852 |       9917 |        678 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729889511088 |       9918 |        679 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729889941351 |       9919 |        680 |       0.89
| nfvha-comp-07.oot.lab.eng.bos| 1729890571255 |       9920 |        681 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729891311326 |       9921 |        682 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729891541502 |       9922 |        683 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729891591699 |       9923 |        684 |       0.77
| nfvha-comp-07.oot.lab.eng.bos| 1729892191745 |       9924 |        685 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729893162053 |       9925 |        686 |       0.91
| nfvha-comp-07.oot.lab.eng.bos| 1729893241918 |       9926 |        687 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729893872364 |       9927 |        688 |       0.98
| nfvha-comp-07.oot.lab.eng.bos| 1729894322156 |       9928 |        689 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729895072273 |       9929 |        690 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729895642920 |       9930 |        691 |       1.19
| nfvha-comp-07.oot.lab.eng.bos| 1729896572574 |       9931 |        692 |       0.76
| nfvha-comp-07.oot.lab.eng.bos| 1729896582792 |       9932 |        693 |       0.82
| nfvha-comp-07.oot.lab.eng.bos| 1729897572825 |       9933 |        694 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729898282863 |       9934 |        695 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729898943225 |       9935 |        696 |       0.91
| nfvha-comp-07.oot.lab.eng.bos| 1729899783058 |       9936 |        697 |       0.66
| nfvha-comp-07.oot.lab.eng.bos| 1729900023357 |       9937 |        698 |       0.80
| nfvha-comp-07.oot.lab.eng.bos| 1729900093268 |       9938 |        699 |       0.58
| nfvha-comp-07.oot.lab.eng.bos| 1729900533528 |       9939 |        700 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729901013507 |       9940 |        701 |       0.61
| nfvha-comp-07.oot.lab.eng.bos| 1729901863885 |       9941 |        702 |       0.90
| nfvha-comp-07.oot.lab.eng.bos| 1729902403845 |       9942 |        703 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729902944115 |       9943 |        704 |       0.90
| nfvha-comp-07.oot.lab.eng.bos| 1729903124067 |       9944 |        705 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729903404120 |       9945 |        706 |       0.64
| nfvha-comp-07.oot.lab.eng.bos| 1729903704258 |       9946 |        707 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729904544474 |       9947 |        708 |       0.79
| nfvha-comp-07.oot.lab.eng.bos| 1729905434576 |       9948 |        709 |       0.77
| nfvha-comp-07.oot.lab.eng.bos| 1729905614789 |       9949 |        710 |       0.85
| nfvha-comp-07.oot.lab.eng.bos| 1729906544837 |       9950 |        711 |       0.83
| nfvha-comp-07.oot.lab.eng.bos| 1729907524896 |       9951 |        712 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729908454902 |       9952 |        713 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729908635032 |       9953 |        714 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729908825653 |       9954 |        715 |       1.24
| nfvha-comp-07.oot.lab.eng.bos| 1729909175112 |       9955 |        716 |       0.61
| nfvha-comp-07.oot.lab.eng.bos| 1729909885190 |       9956 |        717 |       0.61
| nfvha-comp-07.oot.lab.eng.bos| 1729910445292 |       9957 |        718 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729910475410 |       9958 |        719 |       0.60
| nfvha-comp-07.oot.lab.eng.bos| 1729911055655 |       9959 |        720 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729911135680 |       9960 |        721 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729911785750 |       9961 |        722 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729912545956 |       9962 |        723 |       0.78
| nfvha-comp-07.oot.lab.eng.bos| 1729913216041 |       9963 |        724 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729913875983 |       9964 |        725 |       0.57
| nfvha-comp-07.oot.lab.eng.bos| 1729914166310 |       9965 |        726 |       0.76
| nfvha-comp-07.oot.lab.eng.bos| 1729914896290 |       9966 |        727 |       0.64
| nfvha-comp-07.oot.lab.eng.bos| 1729914946437 |       9967 |        728 |       0.64
| nfvha-comp-07.oot.lab.eng.bos| 1729915766611 |       9968 |        729 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729916106618 |       9969 |        730 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729916636786 |       9970 |        731 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729916657202 |       9971 |        732 |       0.97
| nfvha-comp-07.oot.lab.eng.bos| 1729917536898 |       9972 |        733 |       0.57
| nfvha-comp-07.oot.lab.eng.bos| 1729918377275 |       9973 |        734 |       0.83
| nfvha-comp-07.oot.lab.eng.bos| 1729918397283 |       9974 |        735 |       0.71
| nfvha-comp-07.oot.lab.eng.bos| 1729919207438 |       9975 |        736 |       0.80
| nfvha-comp-07.oot.lab.eng.bos| 1729920177441 |       9976 |        737 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729920987380 |       9977 |        738 |       0.58
| nfvha-comp-07.oot.lab.eng.bos| 1729921277557 |       9978 |        739 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729921997926 |       9979 |        740 |       0.88
| nfvha-comp-07.oot.lab.eng.bos| 1729922357826 |       9980 |        741 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729922937915 |       9981 |        742 |       0.64
| nfvha-comp-07.oot.lab.eng.bos| 1729923548102 |       9982 |        743 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729923628395 |       9983 |        744 |       0.86
| nfvha-comp-07.oot.lab.eng.bos| 1729923828797 |       9984 |        745 |       1.16
| nfvha-comp-07.oot.lab.eng.bos| 1729924268577 |       9985 |        746 |       0.81
| nfvha-comp-07.oot.lab.eng.bos| 1729924358491 |       9986 |        747 |       0.59
| nfvha-comp-07.oot.lab.eng.bos| 1729925328785 |       9987 |        748 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729925708900 |       9988 |        749 |       0.68
| nfvha-comp-07.oot.lab.eng.bos| 1729926639054 |       9989 |        750 |       0.68
| nfvha-comp-07.oot.lab.eng.bos| 1729927199155 |       9990 |        751 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729927739229 |       9991 |        752 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729928289276 |       9992 |        753 |       0.60
| nfvha-comp-07.oot.lab.eng.bos| 1729928889635 |       9993 |        754 |       0.84
| nfvha-comp-07.oot.lab.eng.bos| 1729929409664 |       9994 |        755 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729930239747 |       9995 |        756 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729930900215 |       9996 |        757 |       1.09
| nfvha-comp-07.oot.lab.eng.bos| 1729931210053 |       9997 |        758 |       0.82
| nfvha-comp-07.oot.lab.eng.bos| 1729931240122 |       9998 |        759 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729931280091 |       9999 |        760 |       0.57
| nfvha-comp-07.oot.lab.eng.bos| 1729931430382 |      10000 |        761 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729931740523 |      10001 |        762 |       0.74
| nfvha-comp-07.oot.lab.eng.bos| 1729932370793 |      10002 |        763 |       0.89
| nfvha-comp-07.oot.lab.eng.bos| 1729932630787 |      10003 |        764 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729933040853 |      10004 |        765 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729933491039 |      10005 |        766 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729934421132 |      10006 |        767 |       0.79
| nfvha-comp-07.oot.lab.eng.bos| 1729935260967 |      10007 |        768 |       0.58
| nfvha-comp-07.oot.lab.eng.bos| 1729935941132 |      10008 |        769 |       0.66
| nfvha-comp-07.oot.lab.eng.bos| 1729936291361 |      10009 |        770 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729936371520 |      10010 |        771 |       0.77
| nfvha-comp-07.oot.lab.eng.bos| 1729936501573 |      10011 |        772 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729937081692 |      10012 |        773 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729937781904 |      10013 |        774 |       0.73
| nfvha-comp-07.oot.lab.eng.bos| 1729938301982 |      10014 |        775 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729938832042 |      10015 |        776 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729939742166 |      10016 |        777 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729940352252 |      10017 |        778 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729941152512 |      10018 |        779 |       0.80
| nfvha-comp-07.oot.lab.eng.bos| 1729942032549 |      10019 |        780 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729942082665 |      10020 |        781 |       0.60
| nfvha-comp-07.oot.lab.eng.bos| 1729942612858 |      10021 |        782 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729943272964 |      10022 |        783 |       0.68
| nfvha-comp-07.oot.lab.eng.bos| 1729943763138 |      10023 |        784 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729944253400 |      10024 |        785 |       0.91
| nfvha-comp-07.oot.lab.eng.bos| 1729944483255 |      10025 |        786 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729944843751 |      10026 |        787 |       1.00
| nfvha-comp-07.oot.lab.eng.bos| 1729944853523 |      10027 |        788 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729944983854 |      10028 |        789 |       0.78
| nfvha-comp-07.oot.lab.eng.bos| 1729945223889 |      10029 |        790 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729945354055 |      10030 |        791 |       0.71
| nfvha-comp-07.oot.lab.eng.bos| 1729946014063 |      10031 |        792 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729946314174 |      10032 |        793 |       0.61
| nfvha-comp-07.oot.lab.eng.bos| 1729947234343 |      10033 |        794 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729947714328 |      10034 |        795 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729948364553 |      10035 |        796 |       0.76
| nfvha-comp-07.oot.lab.eng.bos| 1729949174597 |      10036 |        797 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729949724735 |      10037 |        798 |       0.66
| nfvha-comp-07.oot.lab.eng.bos| 1729950305050 |      10038 |        799 |       0.86
| nfvha-comp-07.oot.lab.eng.bos| 1729950455098 |      10039 |        800 |       0.76
| nfvha-comp-07.oot.lab.eng.bos| 1729950675292 |      10040 |        801 |       0.84
| nfvha-comp-07.oot.lab.eng.bos| 1729951005183 |      10041 |        802 |       0.61
| nfvha-comp-07.oot.lab.eng.bos| 1729951435349 |      10042 |        803 |       0.66
| nfvha-comp-07.oot.lab.eng.bos| 1729952285643 |      10043 |        804 |       0.86
| nfvha-comp-07.oot.lab.eng.bos| 1729953015703 |      10044 |        805 |       0.79
| nfvha-comp-07.oot.lab.eng.bos| 1729953565700 |      10045 |        806 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729954465858 |      10046 |        807 |       0.71
| nfvha-comp-07.oot.lab.eng.bos| 1729954716092 |      10047 |        808 |       0.82
| nfvha-comp-07.oot.lab.eng.bos| 1729955546192 |      10048 |        809 |       0.83
| nfvha-comp-07.oot.lab.eng.bos| 1729956176181 |      10049 |        810 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729956466385 |      10050 |        811 |       0.78
| nfvha-comp-07.oot.lab.eng.bos| 1729956996562 |      10051 |        812 |       0.85
| nfvha-comp-07.oot.lab.eng.bos| 1729957776453 |      10052 |        813 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729958686808 |      10053 |        814 |       0.91
| nfvha-comp-07.oot.lab.eng.bos| 1729959146765 |      10054 |        815 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729959918562 |      10055 |        816 |       2.40
| nfvha-comp-07.oot.lab.eng.bos| 1729960047042 |      10056 |        817 |       0.75
| nfvha-comp-07.oot.lab.eng.bos| 1729960637164 |      10057 |        818 |       0.77
| nfvha-comp-07.oot.lab.eng.bos| 1729961417200 |      10058 |        819 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729961867253 |      10059 |        820 |       0.62
| nfvha-comp-07.oot.lab.eng.bos| 1729962087394 |      10060 |        821 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729962147583 |      10061 |        822 |       0.70
| nfvha-comp-07.oot.lab.eng.bos| 1729962707616 |      10062 |        823 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729963367755 |      10063 |        824 |       0.68
| nfvha-comp-07.oot.lab.eng.bos| 1729964178077 |      10064 |        825 |       0.92
| nfvha-comp-07.oot.lab.eng.bos| 1729964558064 |      10065 |        826 |       0.77
| nfvha-comp-07.oot.lab.eng.bos| 1729965458249 |      10066 |        827 |       0.84
| nfvha-comp-07.oot.lab.eng.bos| 1729965998949 |      10067 |        828 |       1.43
| nfvha-comp-07.oot.lab.eng.bos| 1729966328363 |      10068 |        829 |       0.72
| nfvha-comp-07.oot.lab.eng.bos| 1729966699118 |      10069 |        830 |       1.36
| nfvha-comp-07.oot.lab.eng.bos| 1729967538695 |      10070 |        831 |       0.85
| nfvha-comp-07.oot.lab.eng.bos| 1729967978910 |      10071 |        832 |       0.96
| nfvha-comp-07.oot.lab.eng.bos| 1729968908811 |      10072 |        833 |       0.77
| nfvha-comp-07.oot.lab.eng.bos| 1729969418848 |      10073 |        834 |       0.69
| nfvha-comp-07.oot.lab.eng.bos| 1729970219103 |      10074 |        835 |       0.81
| nfvha-comp-07.oot.lab.eng.bos| 1729971118927 |      10075 |        836 |       0.56
| nfvha-comp-07.oot.lab.eng.bos| 1729971419170 |      10076 |        837 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729972259254 |      10077 |        838 |       0.67
| nfvha-comp-07.oot.lab.eng.bos| 1729973219374 |      10078 |        839 |       0.64
| nfvha-comp-07.oot.lab.eng.bos| 1729973509568 |      10079 |        840 |       0.71
| nfvha-comp-07.oot.lab.eng.bos| 1729974279833 |      10080 |        841 |       0.83
| nfvha-comp-07.oot.lab.eng.bos| 1729974479922 |      10081 |        842 |       0.71
| nfvha-comp-07.oot.lab.eng.bos| 1729975390152 |      10082 |        843 |       0.86
| nfvha-comp-07.oot.lab.eng.bos| 1729976070031 |      10083 |        844 |       0.65
| nfvha-comp-07.oot.lab.eng.bos| 1729976590183 |      10084 |        845 |       0.68
| nfvha-comp-07.oot.lab.eng.bos| 1729976950251 |      10085 |        846 |       0.63
| nfvha-comp-07.oot.lab.eng.bos| 1729977830869 |      10086 |        847 |       1.15
| nfvha-comp-07.oot.lab.eng.bos| 1729978500460 |      10087 |        848 |       0.60
| nfvha-comp-07.oot.lab.eng.bos| 1729978660548 |      10088 |        849 |       0.57
| nfvha-comp-07.oot.lab.eng.bos| 1729978860720 |      10089 |        850 |       0.62
