|       Host |       Time |     Offset |        Seq |    latency 
-191
| nfvha-comp-05.oot.lab.eng.bo| 1125537131402 |      12412 |       2053 |       0.52
| nfvha-comp-02.oot.lab.eng.bo| 1125537296100 |      12413 |       2064 |       0.83
| nfvha-comp-03.oot.lab.eng.bo| 1125537516315 |      12414 |       2063 |       0.80
| nfvha-ctrl-03.oot.lab.eng.bo| 1125537580030 |      12415 |       2051 |       0.98
| nfvha-comp-01.oot.lab.eng.bo| 1125537828033 |      12416 |       2064 |       0.93
| nfvha-comp-06.oot.lab.eng.bo| 1125537910123 |      12417 |       2095 |       1.00
| nfvha-comp-05.oot.lab.eng.bo| 1125538081637 |      12418 |       2054 |       0.62
| nfvha-comp-02.oot.lab.eng.bo| 1125538156221 |      12419 |       2065 |       0.80
| nfvha-ctrl-03.oot.lab.eng.bo| 1125538230275 |      12420 |       2052 |       1.08
| nfvha-comp-03.oot.lab.eng.bo| 1125538396519 |      12421 |       2064 |       0.86
| nfvha-ctrl-03.oot.lab.eng.bo| 1125538400304 |      12422 |       2053 |       0.97
| nfvha-comp-06.oot.lab.eng.bo| 1125538440199 |      12423 |       2096 |       0.93
| nfvha-comp-01.oot.lab.eng.bo| 1125538507964 |      12424 |       2065 |       0.74
| nfvha-ctrl-03.oot.lab.eng.bo| 1125538530419 |      12425 |       2054 |       0.94
| nfvha-comp-03.oot.lab.eng.bo| 1125538606594 |      12426 |       2065 |       0.81
| nfvha-comp-02.oot.lab.eng.bo| 1125538876632 |      12427 |       2066 |       1.02
| nfvha-comp-02.oot.lab.eng.bo| 1125538906590 |      12428 |       2067 |       0.85
| nfvha-comp-05.oot.lab.eng.bo| 1125539071741 |      12429 |       2055 |       0.63
| nfvha-comp-02.oot.lab.eng.bo| 1125539076825 |      12430 |       2068 |       0.94
| nfvha-ctrl-03.oot.lab.eng.bo| 1125539160710 |      12431 |       2055 |       1.03
| nfvha-comp-01.oot.lab.eng.bo| 1125539208038 |      12432 |       2066 |       0.71
| nfvha-comp-01.oot.lab.eng.bo| 1125539248287 |      12433 |       2067 |       0.82
| nfvha-comp-03.oot.lab.eng.bo| 1125539326686 |      12434 |       2066 |       0.77
| nfvha-comp-06.oot.lab.eng.bo| 1125539330364 |      12435 |       2097 |       0.94
| nfvha-comp-02.oot.lab.eng.bo| 1125539466913 |      12436 |       2069 |       0.86
| nfvha-comp-01.oot.lab.eng.bo| 1125539528311 |      12437 |       2068 |       0.73
| nfvha-comp-02.oot.lab.eng.bo| 1125539597056 |      12438 |       2070 |       0.83
| nfvha-comp-01.oot.lab.eng.bo| 1125539628393 |      12439 |       2069 |       0.68
| nfvha-comp-05.oot.lab.eng.bo| 1125539731721 |      12440 |       2056 |       0.48
| nfvha-comp-06.oot.lab.eng.bo| 1125539770479 |      12441 |       2098 |       0.93
| nfvha-comp-01.oot.lab.eng.bo| 1125539948653 |      12442 |       2070 |       0.82
| nfvha-comp-03.oot.lab.eng.bo| 1125539996921 |      12443 |       2067 |       0.87
| nfvha-ctrl-03.oot.lab.eng.bo| 1125540100963 |      12444 |       2056 |       1.12
| nfvha-comp-05.oot.lab.eng.bo| 1125540301829 |      12445 |       2057 |       0.49
| nfvha-comp-03.oot.lab.eng.bo| 1125540356951 |      12446 |       2068 |       0.77
| nfvha-comp-02.oot.lab.eng.bo| 1125540397358 |      12447 |       2071 |       0.92
| nfvha-comp-01.oot.lab.eng.bo| 1125540568864 |      12448 |       2071 |       0.80
| nfvha-comp-05.oot.lab.eng.bo| 1125540612094 |      12449 |       2058 |       0.64
| nfvha-comp-06.oot.lab.eng.bo| 1125540670547 |      12450 |       2099 |       0.84
| nfvha-comp-02.oot.lab.eng.bo| 1125540737478 |      12451 |       2072 |       0.90
| nfvha-comp-03.oot.lab.eng.bo| 1125540927100 |      12452 |       2069 |       0.81
| nfvha-comp-01.oot.lab.eng.bo| 1125540958900 |      12453 |       2072 |       0.73
| nfvha-ctrl-03.oot.lab.eng.bo| 1125541000951 |      12454 |       2057 |       0.93
| nfvha-comp-06.oot.lab.eng.bo| 1125541200768 |      12455 |       2100 |       0.93
| nfvha-comp-02.oot.lab.eng.bo| 1125541217527 |      12456 |       2073 |       0.80
| nfvha-comp-02.oot.lab.eng.bo| 1125541277676 |      12457 |       2074 |       0.79
| nfvha-comp-05.oot.lab.eng.bo| 1125541342240 |      12458 |       2059 |       0.65
| nfvha-comp-01.oot.lab.eng.bo| 1125541389047 |      12459 |       2073 |       0.75
| nfvha-comp-05.oot.lab.eng.bo| 1125541412368 |      12460 |       2060 |       0.66
| nfvha-ctrl-03.oot.lab.eng.bo| 1125541531296 |      12461 |       2058 |       1.11
| nfvha-comp-06.oot.lab.eng.bo| 1125541650747 |      12462 |       2101 |       0.78
| nfvha-comp-06.oot.lab.eng.bo| 1125541700994 |      12463 |       2102 |       0.87
| nfvha-comp-06.oot.lab.eng.bo| 1125541761074 |      12464 |       2103 |       0.83
| nfvha-comp-03.oot.lab.eng.bo| 1125541917395 |      12465 |       2070 |       0.97
| nfvha-comp-05.oot.lab.eng.bo| 1125541992490 |      12466 |       2061 |       0.67
| nfvha-comp-02.oot.lab.eng.bo| 1125542058045 |      12467 |       2075 |       0.96
| nfvha-comp-05.oot.lab.eng.bo| 1125542192437 |      12468 |       2062 |       0.48
| nfvha-comp-01.oot.lab.eng.bo| 1125542359124 |      12469 |       2074 |       0.69
| nfvha-comp-06.oot.lab.eng.bo| 1125542481342 |      12470 |       2104 |       0.95
| nfvha-ctrl-03.oot.lab.eng.bo| 1125542501287 |      12471 |       2059 |       0.93
| nfvha-comp-03.oot.lab.eng.bo| 1125542527343 |      12472 |       2071 |       0.80
| nfvha-comp-02.oot.lab.eng.bo| 1125542828033 |      12473 |       2076 |       0.78
| nfvha-comp-05.oot.lab.eng.bo| 1125542942645 |      12474 |       2063 |       0.56
| nfvha-comp-06.oot.lab.eng.bo| 1125543011336 |      12475 |       2105 |       0.80
| nfvha-ctrl-03.oot.lab.eng.bo| 1125543051490 |      12476 |       2060 |       1.00
| nfvha-comp-03.oot.lab.eng.bo| 1125543097457 |      12477 |       2072 |       0.79
| nfvha-comp-01.oot.lab.eng.bo| 1125543189348 |      12478 |       2075 |       0.83
| nfvha-ctrl-03.oot.lab.eng.bo| 1125543381539 |      12479 |       2061 |       0.89
| nfvha-comp-06.oot.lab.eng.bo| 1125543681446 |      12480 |       2106 |       0.79
| nfvha-ctrl-03.oot.lab.eng.bo| 1125543731975 |      12481 |       2062 |       0.94
| nfvha-comp-01.oot.lab.eng.bo| 1125543789482 |      12482 |       2076 |       0.81
| nfvha-comp-02.oot.lab.eng.bo| 1125543818288 |      12483 |       2077 |       0.82
| nfvha-comp-05.oot.lab.eng.bo| 1125543842623 |      12484 |       2064 |       0.42
| nfvha-comp-03.oot.lab.eng.bo| 1125543897488 |      12485 |       2073 |       0.73
| nfvha-comp-01.oot.lab.eng.bo| 1125544029570 |      12486 |       2077 |       0.80
| nfvha-comp-01.oot.lab.eng.bo| 1125544139777 |      12487 |       2078 |       0.88
| nfvha-comp-01.oot.lab.eng.bo| 1125544309654 |      12488 |       2079 |       0.65
| nfvha-comp-05.oot.lab.eng.bo| 1125544382858 |      12489 |       2065 |       0.51
| nfvha-comp-06.oot.lab.eng.bo| 1125544491689 |      12490 |       2107 |       0.91
| nfvha-comp-05.oot.lab.eng.bo| 1125544503113 |      12491 |       2066 |       0.65
| nfvha-ctrl-03.oot.lab.eng.bo| 1125544612236 |      12492 |       2063 |       1.04
| nfvha-comp-05.oot.lab.eng.bo| 1125544663145 |      12493 |       2067 |       0.49
| nfvha-comp-03.oot.lab.eng.bo| 1125544667628 |      12494 |       2074 |       0.74
| nfvha-comp-05.oot.lab.eng.bo| 1125544683446 |      12495 |       2068 |       0.66
| nfvha-comp-01.oot.lab.eng.bo| 1125544729801 |      12496 |       2080 |       0.68
| nfvha-comp-02.oot.lab.eng.bo| 1125544798510 |      12497 |       2078 |       0.84
| nfvha-comp-01.oot.lab.eng.bo| 1125544939977 |      12498 |       2081 |       0.73
| nfvha-comp-02.oot.lab.eng.bo| 1125545068610 |      12499 |       2079 |       0.80
| nfvha-comp-03.oot.lab.eng.bo| 1125545167761 |      12500 |       2075 |       0.75
| nfvha-comp-01.oot.lab.eng.bo| 1125545370135 |      12501 |       2082 |       0.76
| nfvha-comp-06.oot.lab.eng.bo| 1125545401826 |      12502 |       2108 |       0.91
| nfvha-ctrl-03.oot.lab.eng.bo| 1125545402206 |      12503 |       2064 |       0.82
| nfvha-comp-05.oot.lab.eng.bo| 1125545413521 |      12504 |       2069 |       0.59
| nfvha-comp-01.oot.lab.eng.bo| 1125545520412 |      12505 |       2083 |       0.92
| nfvha-comp-01.oot.lab.eng.bo| 1125545670438 |      12506 |       2084 |       0.82
| nfvha-comp-02.oot.lab.eng.bo| 1125545688871 |      12507 |       2080 |       0.80
| nfvha-comp-03.oot.lab.eng.bo| 1125545718042 |      12508 |       2076 |       0.89
| nfvha-comp-03.oot.lab.eng.bo| 1125545788066 |      12509 |       2077 |       0.79
| nfvha-comp-05.oot.lab.eng.bo| 1125545893507 |      12510 |       2070 |       0.46
| nfvha-ctrl-03.oot.lab.eng.bo| 1125545912612 |      12511 |       2065 |       1.06
| nfvha-comp-02.oot.lab.eng.bo| 1125545919057 |      12512 |       2081 |       0.85
| nfvha-comp-06.oot.lab.eng.bo| 1125546092087 |      12513 |       2109 |       1.02
| nfvha-comp-03.oot.lab.eng.bo| 1125546168165 |      12514 |       2078 |       0.76
| nfvha-comp-02.oot.lab.eng.bo| 1125546179169 |      12515 |       2082 |       0.79
| nfvha-comp-05.oot.lab.eng.bo| 1125546343759 |      12516 |       2071 |       0.58
| nfvha-comp-03.oot.lab.eng.bo| 1125546368436 |      12517 |       2079 |       0.89
| nfvha-comp-02.oot.lab.eng.bo| 1125546429353 |      12518 |       2083 |       0.82
| nfvha-comp-01.oot.lab.eng.bo| 1125546500493 |      12519 |       2085 |       0.75
| nfvha-comp-02.oot.lab.eng.bo| 1125546529505 |      12520 |       2084 |       0.84
| nfvha-ctrl-03.oot.lab.eng.bo| 1125546832807 |      12521 |       2066 |       1.07
| nfvha-comp-01.oot.lab.eng.bo| 1125546920616 |      12522 |       2086 |       0.77
| nfvha-comp-02.oot.lab.eng.bo| 1125546979691 |      12523 |       2085 |       0.89
| nfvha-comp-06.oot.lab.eng.bo| 1125546992034 |      12524 |       2110 |       0.84
| nfvha-comp-03.oot.lab.eng.bo| 1125547028547 |      12525 |       2080 |       0.86
| nfvha-comp-01.oot.lab.eng.bo| 1125547090687 |      12526 |       2087 |       0.70
| nfvha-comp-05.oot.lab.eng.bo| 1125547293832 |      12527 |       2072 |       0.53
| nfvha-comp-03.oot.lab.eng.bo| 1125547418743 |      12528 |       2081 |       0.91
| nfvha-comp-02.oot.lab.eng.bo| 1125547429946 |      12529 |       2086 |       0.94
| nfvha-comp-06.oot.lab.eng.bo| 1125547562329 |      12530 |       2111 |       0.98
| nfvha-comp-02.oot.lab.eng.bo| 1125547629980 |      12531 |       2087 |       0.83
| nfvha-ctrl-03.oot.lab.eng.bo| 1125547712744 |      12532 |       2067 |       0.84
| nfvha-comp-01.oot.lab.eng.bo| 1125547740745 |      12533 |       2088 |       0.63
| nfvha-comp-02.oot.lab.eng.bo| 1125547870050 |      12534 |       2088 |       0.78
| nfvha-comp-05.oot.lab.eng.bo| 1125547914044 |      12535 |       2073 |       0.65
| nfvha-comp-03.oot.lab.eng.bo| 1125547918652 |      12536 |       2082 |       0.70
| nfvha-comp-06.oot.lab.eng.bo| 1125547952238 |      12537 |       2112 |       0.75
| nfvha-comp-01.oot.lab.eng.bo| 1125548051055 |      12538 |       2089 |       0.82
| nfvha-ctrl-03.oot.lab.eng.bo| 1125548172997 |      12539 |       2068 |       0.95
| nfvha-comp-05.oot.lab.eng.bo| 1125548284079 |      12540 |       2074 |       0.55
| nfvha-comp-05.oot.lab.eng.bo| 1125548494215 |      12541 |       2075 |       0.53
| nfvha-comp-05.oot.lab.eng.bo| 1125548584348 |      12542 |       2076 |       0.54
| nfvha-comp-02.oot.lab.eng.bo| 1125548610299 |      12543 |       2089 |       0.83
| nfvha-comp-03.oot.lab.eng.bo| 1125548779034 |      12544 |       2083 |       0.90
| nfvha-comp-01.oot.lab.eng.bo| 1125548811111 |      12545 |       2090 |       0.76
| nfvha-comp-06.oot.lab.eng.bo| 1125548862735 |      12546 |       2113 |       0.89
| nfvha-comp-01.oot.lab.eng.bo| 1125548991361 |      12547 |       2091 |       0.90
| nfvha-comp-01.oot.lab.eng.bo| 1125549031395 |      12548 |       2092 |       0.80
| nfvha-comp-06.oot.lab.eng.bo| 1125549042824 |      12549 |       2114 |       0.83
| nfvha-comp-06.oot.lab.eng.bo| 1125549052970 |      12550 |       2115 |       0.87
| nfvha-comp-02.oot.lab.eng.bo| 1125549110408 |      12551 |       2090 |       0.81
| nfvha-ctrl-03.oot.lab.eng.bo| 1125549173251 |      12552 |       2069 |       1.02
| nfvha-ctrl-03.oot.lab.eng.bo| 1125549263382 |      12553 |       2070 |       1.01
| nfvha-comp-05.oot.lab.eng.bo| 1125549304585 |      12554 |       2077 |       0.63
| nfvha-comp-03.oot.lab.eng.bo| 1125549349137 |      12555 |       2084 |       0.88
| nfvha-comp-03.oot.lab.eng.bo| 1125549489263 |      12556 |       2085 |       0.89
| nfvha-comp-06.oot.lab.eng.bo| 1125549653051 |      12557 |       2116 |       0.82
| nfvha-ctrl-03.oot.lab.eng.bo| 1125549783505 |      12558 |       2071 |       0.98
| nfvha-comp-02.oot.lab.eng.bo| 1125549810575 |      12559 |       2091 |       0.78
| nfvha-comp-06.oot.lab.eng.bo| 1125549843208 |      12560 |       2117 |       0.85
| nfvha-comp-06.oot.lab.eng.bo| 1125549853291 |      12561 |       2118 |       0.79
| nfvha-comp-05.oot.lab.eng.bo| 1125549914551 |      12562 |       2078 |       0.47
| nfvha-comp-03.oot.lab.eng.bo| 1125549939365 |      12563 |       2086 |       0.86
| nfvha-comp-01.oot.lab.eng.bo| 1125549951395 |      12564 |       2093 |       0.69
| nfvha-ctrl-03.oot.lab.eng.bo| 1125550083768 |      12565 |       2072 |       1.10
| nfvha-comp-06.oot.lab.eng.bo| 1125550173451 |      12566 |       2119 |       0.77
| nfvha-comp-01.oot.lab.eng.bo| 1125550261683 |      12567 |       2094 |       0.85
| nfvha-comp-02.oot.lab.eng.bo| 1125550430818 |      12568 |       2092 |       0.86
| nfvha-comp-01.oot.lab.eng.bo| 1125550561708 |      12569 |       2095 |       0.74
| nfvha-ctrl-03.oot.lab.eng.bo| 1125550683828 |      12570 |       2073 |       0.98
| nfvha-comp-06.oot.lab.eng.bo| 1125550803780 |      12571 |       2120 |       0.96
| nfvha-comp-05.oot.lab.eng.bo| 1125550874766 |      12572 |       2079 |       0.58
| nfvha-comp-03.oot.lab.eng.bo| 1125550929555 |      12573 |       2087 |       0.91
| nfvha-comp-02.oot.lab.eng.bo| 1125550950939 |      12574 |       2093 |       0.81
| nfvha-ctrl-03.oot.lab.eng.bo| 1125550963890 |      12575 |       2074 |       0.91
| nfvha-comp-02.oot.lab.eng.bo| 1125551501132 |      12576 |       2094 |       0.83
| nfvha-comp-01.oot.lab.eng.bo| 1125551511866 |      12577 |       2096 |       0.75
| nfvha-comp-05.oot.lab.eng.bo| 1125551544839 |      12578 |       2080 |       0.51
| nfvha-comp-03.oot.lab.eng.bo| 1125551729597 |      12579 |       2088 |       0.82
| nfvha-comp-06.oot.lab.eng.bo| 1125551783986 |      12580 |       2121 |       1.01
| nfvha-comp-05.oot.lab.eng.bo| 1125551825086 |      12581 |       2081 |       0.63
| nfvha-ctrl-03.oot.lab.eng.bo| 1125551953995 |      12582 |       2075 |       0.81
| nfvha-comp-06.oot.lab.eng.bo| 1125552043725 |      12583 |       2122 |       0.62
| nfvha-ctrl-03.oot.lab.eng.bo| 1125552154137 |      12584 |       2076 |       0.81
| nfvha-comp-02.oot.lab.eng.bo| 1125552251148 |      12585 |       2095 |       0.64
| nfvha-comp-03.oot.lab.eng.bo| 1125552439730 |      12586 |       2089 |       0.84
| nfvha-comp-01.oot.lab.eng.bo| 1125552511808 |      12587 |       2097 |       0.60
| nfvha-comp-06.oot.lab.eng.bo| 1125552603952 |      12588 |       2123 |       0.71
| nfvha-comp-05.oot.lab.eng.bo| 1125552755082 |      12589 |       2082 |       0.51
| nfvha-comp-02.oot.lab.eng.bo| 1125552981635 |      12590 |       2096 |       0.96
| nfvha-ctrl-03.oot.lab.eng.bo| 1125553134522 |      12591 |       2077 |       1.00
| nfvha-comp-06.oot.lab.eng.bo| 1125553184347 |      12592 |       2124 |       0.95
| nfvha-comp-01.oot.lab.eng.bo| 1125553202094 |      12593 |       2098 |       0.80
| nfvha-comp-05.oot.lab.eng.bo| 1125553295183 |      12594 |       2083 |       0.49
| nfvha-comp-03.oot.lab.eng.bo| 1125553310025 |      12595 |       2090 |       1.01
| nfvha-comp-05.oot.lab.eng.bo| 1125553325420 |      12596 |       2084 |       0.59
| nfvha-comp-05.oot.lab.eng.bo| 1125553555575 |      12597 |       2085 |       0.60
| nfvha-ctrl-03.oot.lab.eng.bo| 1125553564617 |      12598 |       2078 |       0.94
| nfvha-comp-02.oot.lab.eng.bo| 1125553591940 |      12599 |       2097 |       1.01
| nfvha-comp-06.oot.lab.eng.bo| 1125553684354 |      12600 |       2125 |       0.82
| nfvha-comp-03.oot.lab.eng.bo| 1125553709920 |      12601 |       2091 |       0.78
| nfvha-comp-01.oot.lab.eng.bo| 1125553772187 |      12602 |       2099 |       0.77
| nfvha-comp-03.oot.lab.eng.bo| 1125553980106 |      12603 |       2092 |       0.84
| nfvha-comp-05.oot.lab.eng.bo| 1125554085615 |      12604 |       2086 |       0.53
| nfvha-comp-05.oot.lab.eng.bo| 1125554125667 |      12605 |       2087 |       0.45
| nfvha-comp-01.oot.lab.eng.bo| 1125554222181 |      12606 |       2100 |       0.66
| nfvha-comp-05.oot.lab.eng.bo| 1125554265805 |      12607 |       2088 |       0.45
| nfvha-comp-02.oot.lab.eng.bo| 1125554371995 |      12608 |       2098 |       0.89
| nfvha-comp-06.oot.lab.eng.bo| 1125554434407 |      12609 |       2126 |       0.74
| nfvha-comp-05.oot.lab.eng.bo| 1125554446057 |      12610 |       2089 |       0.57
| nfvha-comp-06.oot.lab.eng.bo| 1125554534613 |      12611 |       2127 |       0.82
| nfvha-ctrl-03.oot.lab.eng.bo| 1125554534958 |      12612 |       2079 |       1.11
| nfvha-comp-03.oot.lab.eng.bo| 1125554840295 |      12613 |       2093 |       0.87
| nfvha-comp-05.oot.lab.eng.bo| 1125555206239 |      12614 |       2090 |       0.52
| nfvha-comp-01.oot.lab.eng.bo| 1125555222346 |      12615 |       2101 |       0.73
| nfvha-comp-03.oot.lab.eng.bo| 1125555230405 |      12616 |       2094 |       0.87
| nfvha-comp-06.oot.lab.eng.bo| 1125555264832 |      12617 |       2128 |       0.90
| nfvha-ctrl-03.oot.lab.eng.bo| 1125555265098 |      12618 |       2080 |       1.08
| nfvha-comp-02.oot.lab.eng.bo| 1125555272049 |      12619 |       2099 |       0.74
| nfvha-comp-05.oot.lab.eng.bo| 1125555406514 |      12620 |       2091 |       0.67
| nfvha-ctrl-03.oot.lab.eng.bo| 1125555475109 |      12621 |       2081 |       0.95
| nfvha-comp-02.oot.lab.eng.bo| 1125555612438 |      12622 |       2100 |       0.99
| nfvha-comp-03.oot.lab.eng.bo| 1125555720552 |      12623 |       2095 |       0.87
| nfvha-comp-01.oot.lab.eng.bo| 1125555762453 |      12624 |       2102 |       0.72
| nfvha-comp-06.oot.lab.eng.bo| 1125555794877 |      12625 |       2129 |       0.80
| nfvha-comp-02.oot.lab.eng.bo| 1125555862581 |      12626 |       2101 |       0.98
| nfvha-comp-02.oot.lab.eng.bo| 1125555902470 |      12627 |       2102 |       0.73
| nfvha-comp-03.oot.lab.eng.bo| 1125556130627 |      12628 |       2096 |       0.81
| nfvha-comp-06.oot.lab.eng.bo| 1125556145037 |      12629 |       2130 |       0.83
| nfvha-comp-05.oot.lab.eng.bo| 1125556156495 |      12630 |       2092 |       0.53
| nfvha-ctrl-03.oot.lab.eng.bo| 1125556305362 |      12631 |       2082 |       1.01
| nfvha-comp-03.oot.lab.eng.bo| 1125556580812 |      12632 |       2097 |       0.86
| nfvha-comp-02.oot.lab.eng.bo| 1125556582776 |      12633 |       2103 |       0.84
| nfvha-comp-01.oot.lab.eng.bo| 1125556602607 |      12634 |       2103 |       0.75
| nfvha-ctrl-03.oot.lab.eng.bo| 1125556685500 |      12635 |       2083 |       1.02
| nfvha-comp-03.oot.lab.eng.bo| 1125556741022 |      12636 |       2098 |       0.92
| nfvha-comp-06.oot.lab.eng.bo| 1125556755201 |      12637 |       2131 |       0.86
| nfvha-comp-01.oot.lab.eng.bo| 1125557023053 |      12638 |       2104 |       0.95
| nfvha-ctrl-03.oot.lab.eng.bo| 1125557065517 |      12639 |       2084 |       0.88
| nfvha-comp-05.oot.lab.eng.bo| 1125557116618 |      12640 |       2093 |       0.53
| nfvha-comp-02.oot.lab.eng.bo| 1125557313015 |      12641 |       2104 |       0.92
| nfvha-ctrl-03.oot.lab.eng.bo| 1125557375829 |      12642 |       2085 |       1.04
| nfvha-comp-02.oot.lab.eng.bo| 1125557413008 |      12643 |       2105 |       0.77
| nfvha-comp-05.oot.lab.eng.bo| 1125557416726 |      12644 |       2094 |       0.50
| nfvha-comp-03.oot.lab.eng.bo| 1125557511022 |      12645 |       2099 |       0.77
| nfvha-comp-03.oot.lab.eng.bo| 1125557531210 |      12646 |       2100 |       0.84
| nfvha-comp-03.oot.lab.eng.bo| 1125557681363 |      12647 |       2101 |       0.87
| nfvha-comp-06.oot.lab.eng.bo| 1125557725469 |      12648 |       2132 |       0.97
| nfvha-ctrl-03.oot.lab.eng.bo| 1125557735983 |      12649 |       2086 |       1.00
| nfvha-comp-02.oot.lab.eng.bo| 1125557873243 |      12650 |       2106 |       0.83
| nfvha-comp-01.oot.lab.eng.bo| 1125557883011 |      12651 |       2105 |       0.77
| nfvha-comp-03.oot.lab.eng.bo| 1125558061353 |      12652 |       2102 |       0.76
| nfvha-comp-02.oot.lab.eng.bo| 1125558363502 |      12653 |       2107 |       0.92
| nfvha-ctrl-03.oot.lab.eng.bo| 1125558396063 |      12654 |       2087 |       0.92
| nfvha-comp-05.oot.lab.eng.bo| 1125558416915 |      12655 |       2095 |       0.56
| nfvha-comp-06.oot.lab.eng.bo| 1125558475578 |      12656 |       2133 |       0.88
| nfvha-comp-06.oot.lab.eng.bo| 1125558495761 |      12657 |       2134 |       0.93
| nfvha-comp-06.oot.lab.eng.bo| 1125558535633 |      12658 |       2135 |       0.68
| nfvha-comp-01.oot.lab.eng.bo| 1125558543074 |      12659 |       2106 |       0.73
| nfvha-comp-03.oot.lab.eng.bo| 1125558641609 |      12660 |       2103 |       0.86
| nfvha-comp-02.oot.lab.eng.bo| 1125558803659 |      12661 |       2108 |       0.93
| nfvha-comp-01.oot.lab.eng.bo| 1125558913354 |      12662 |       2107 |       0.89
| nfvha-comp-03.oot.lab.eng.bo| 1125558931679 |      12663 |       2104 |       0.81
| nfvha-ctrl-03.oot.lab.eng.bo| 1125558956230 |      12664 |       2088 |       0.94
| nfvha-comp-06.oot.lab.eng.bo| 1125559155995 |      12665 |       2136 |       0.88
| nfvha-ctrl-03.oot.lab.eng.bo| 1125559186339 |      12666 |       2089 |       0.90
| nfvha-comp-05.oot.lab.eng.bo| 1125559267093 |      12667 |       2096 |       0.63
| nfvha-comp-01.oot.lab.eng.bo| 1125559363457 |      12668 |       2108 |       0.86
| nfvha-comp-03.oot.lab.eng.bo| 1125559431781 |      12669 |       2105 |       0.77
| nfvha-comp-02.oot.lab.eng.bo| 1125559583850 |      12670 |       2109 |       0.93
| nfvha-comp-05.oot.lab.eng.bo| 1125559677281 |      12671 |       2097 |       0.67
| nfvha-comp-02.oot.lab.eng.bo| 1125559694040 |      12672 |       2110 |       0.98
| nfvha-comp-06.oot.lab.eng.bo| 1125559836118 |      12673 |       2137 |       0.89
| nfvha-comp-03.oot.lab.eng.bo| 1125559861980 |      12674 |       2106 |       0.83
| nfvha-comp-06.oot.lab.eng.bo| 1125560036188 |      12675 |       2138 |       0.84
| nfvha-comp-03.oot.lab.eng.bo| 1125560052230 |      12676 |       2107 |       0.96
| nfvha-comp-02.oot.lab.eng.bo| 1125560104073 |      12677 |       2111 |       0.85
| nfvha-comp-02.oot.lab.eng.bo| 1125560114137 |      12678 |       2112 |       0.79
| nfvha-comp-01.oot.lab.eng.bo| 1125560123539 |      12679 |       2109 |       0.85
| nfvha-ctrl-03.oot.lab.eng.bo| 1125560166573 |      12680 |       2090 |       0.94
| nfvha-comp-05.oot.lab.eng.bo| 1125560187208 |      12681 |       2098 |       0.48
| nfvha-ctrl-03.oot.lab.eng.bo| 1125560626900 |      12682 |       2091 |       1.11
| nfvha-comp-01.oot.lab.eng.bo| 1125560663591 |      12683 |       2110 |       0.79
| nfvha-comp-02.oot.lab.eng.bo| 1125560834445 |      12684 |       2113 |       0.91
| nfvha-comp-06.oot.lab.eng.bo| 1125560916463 |      12685 |       2139 |       0.95
| nfvha-comp-03.oot.lab.eng.bo| 1125560972345 |      12686 |       2108 |       0.94
| nfvha-comp-05.oot.lab.eng.bo| 1125561047338 |      12687 |       2099 |       0.51
| nfvha-comp-03.oot.lab.eng.bo| 1125561132272 |      12688 |       2109 |       0.74
| nfvha-ctrl-03.oot.lab.eng.bo| 1125561186953 |      12689 |       2092 |       0.95
| nfvha-comp-02.oot.lab.eng.bo| 1125561484489 |      12690 |       2114 |       0.80
| nfvha-ctrl-03.oot.lab.eng.bo| 1125561507083 |      12691 |       2093 |       0.92
| nfvha-comp-01.oot.lab.eng.bo| 1125561533639 |      12692 |       2111 |       0.75
| nfvha-comp-05.oot.lab.eng.bo| 1125561537553 |      12693 |       2100 |       0.60
| nfvha-comp-06.oot.lab.eng.bo| 1125561626532 |      12694 |       2140 |       0.85
| nfvha-comp-06.oot.lab.eng.bo| 1125561716666 |      12695 |       2141 |       0.86
| nfvha-comp-01.oot.lab.eng.bo| 1125561853849 |      12696 |       2112 |       0.86
| nfvha-comp-03.oot.lab.eng.bo| 1125561862427 |      12697 |       2110 |       0.77
| nfvha-comp-02.oot.lab.eng.bo| 1125561944745 |      12698 |       2115 |       0.89
| nfvha-comp-02.oot.lab.eng.bo| 1125562114818 |      12699 |       2116 |       0.83
| nfvha-comp-06.oot.lab.eng.bo| 1125562166774 |      12700 |       2142 |       0.81
| nfvha-comp-01.oot.lab.eng.bo| 1125562173921 |      12701 |       2113 |       0.81
| nfvha-ctrl-03.oot.lab.eng.bo| 1125562197326 |      12702 |       2094 |       0.99
| nfvha-comp-02.oot.lab.eng.bo| 1125562214980 |      12703 |       2117 |       0.85
| nfvha-comp-06.oot.lab.eng.bo| 1125562267016 |      12704 |       2143 |       0.94
| nfvha-comp-05.oot.lab.eng.bo| 1125562527714 |      12705 |       2101 |       0.63
| nfvha-comp-01.oot.lab.eng.bo| 1125562533962 |      12706 |       2114 |       0.71
| nfvha-ctrl-03.oot.lab.eng.bo| 1125562547426 |      12707 |       2095 |       0.94
| nfvha-ctrl-03.oot.lab.eng.bo| 1125562727539 |      12708 |       2096 |       0.92
| nfvha-comp-03.oot.lab.eng.bo| 1125562782602 |      12709 |       2111 |       0.81
| nfvha-comp-02.oot.lab.eng.bo| 1125562865249 |      12710 |       2118 |       0.95
| nfvha-comp-01.oot.lab.eng.bo| 1125563004109 |      12711 |       2115 |       0.76
| nfvha-comp-05.oot.lab.eng.bo| 1125563177620 |      12712 |       2102 |       0.43
