|       Host |       Time |     Offset |        Seq |    latency 
-191
| nfvha-ctrl-03.oot.lab.eng.bos| 1124573445135 |        949 |        150 |       2.14
| nfvha-comp-01.oot.lab.eng.bos| 1124573698831 |        950 |        143 |       0.82
| nfvha-comp-06.oot.lab.eng.bos| 1124573715408 |        951 |        170 |       0.77
| nfvha-comp-05.oot.lab.eng.bos| 1124573771928 |        952 |        160 |       0.67
| nfvha-comp-06.oot.lab.eng.bos| 1124573775694 |        953 |        171 |       0.91
| nfvha-comp-01.oot.lab.eng.bos| 1124573928984 |        954 |        144 |       0.86
| nfvha-comp-02.oot.lab.eng.bos| 1124573938012 |        955 |        156 |       0.78
| nfvha-comp-03.oot.lab.eng.bos| 1124573951938 |        956 |        148 |       0.74
| nfvha-comp-05.oot.lab.eng.bos| 1124574011962 |        957 |        161 |       0.57
| nfvha-comp-05.oot.lab.eng.bos| 1124574152343 |        958 |        162 |       0.79
| nfvha-ctrl-03.oot.lab.eng.bos| 1124574165167 |        959 |        151 |       2.03
| nfvha-comp-02.oot.lab.eng.bos| 1124574278173 |        960 |        157 |       0.78
| nfvha-comp-03.oot.lab.eng.bos| 1124574632190 |        961 |        149 |       0.88
| nfvha-comp-06.oot.lab.eng.bos| 1124574765789 |        962 |        172 |       0.85
| nfvha-comp-01.oot.lab.eng.bos| 1124574839136 |        963 |        145 |       0.90
| nfvha-comp-01.oot.lab.eng.bos| 1124574849241 |        964 |        146 |       0.88
| nfvha-ctrl-03.oot.lab.eng.bos| 1124574865369 |        965 |        152 |       2.07
| nfvha-comp-05.oot.lab.eng.bos| 1124574912459 |        966 |        163 |       0.79
| nfvha-comp-02.oot.lab.eng.bos| 1124574938516 |        967 |        158 |       0.94
| nfvha-comp-01.oot.lab.eng.bos| 1124574999251 |        968 |        147 |       0.77
| nfvha-comp-02.oot.lab.eng.bos| 1124575038669 |        969 |        159 |       0.95
| nfvha-comp-03.oot.lab.eng.bos| 1124575092348 |        970 |        150 |       0.92
| nfvha-ctrl-03.oot.lab.eng.bos| 1124575315552 |        971 |        153 |       2.09
| nfvha-ctrl-03.oot.lab.eng.bos| 1124575405709 |        972 |        154 |       2.11
| nfvha-comp-05.oot.lab.eng.bos| 1124575582499 |        973 |        164 |       0.69
| nfvha-comp-06.oot.lab.eng.bos| 1124575605893 |        974 |        173 |       0.82
| nfvha-comp-01.oot.lab.eng.bos| 1124575659495 |        975 |        148 |       0.88
| nfvha-comp-02.oot.lab.eng.bos| 1124575718721 |        976 |        160 |       0.85
| nfvha-comp-06.oot.lab.eng.bos| 1124575886089 |        977 |        174 |       0.86
| nfvha-comp-03.oot.lab.eng.bos| 1124575962434 |        978 |        151 |       0.86
| nfvha-comp-01.oot.lab.eng.bos| 1124575989467 |        979 |        149 |       0.72
| nfvha-comp-02.oot.lab.eng.bos| 1124576248894 |        980 |        161 |       0.84
| nfvha-ctrl-03.oot.lab.eng.bos| 1124576265914 |        981 |        155 |       2.17
| nfvha-comp-05.oot.lab.eng.bos| 1124576272656 |        982 |        165 |       0.73
| nfvha-comp-02.oot.lab.eng.bos| 1124576499102 |        983 |        162 |       0.91
| nfvha-comp-05.oot.lab.eng.bos| 1124576502739 |        984 |        166 |       0.70
| nfvha-comp-03.oot.lab.eng.bos| 1124576582700 |        985 |        152 |       0.98
| nfvha-comp-01.oot.lab.eng.bos| 1124576729620 |        986 |        150 |       0.77
| nfvha-comp-05.oot.lab.eng.bos| 1124576772940 |        987 |        167 |       0.77
| nfvha-comp-06.oot.lab.eng.bos| 1124576846200 |        988 |        175 |       0.84
| nfvha-comp-05.oot.lab.eng.bos| 1124576963036 |        989 |        168 |       0.74
| nfvha-ctrl-03.oot.lab.eng.bos| 1124577036028 |        990 |        156 |       2.10
| nfvha-comp-02.oot.lab.eng.bos| 1124577119139 |        991 |        163 |       0.77
| nfvha-comp-05.oot.lab.eng.bos| 1124577203134 |        992 |        169 |       0.73
| nfvha-comp-06.oot.lab.eng.bos| 1124577216323 |        993 |        176 |       0.81
| nfvha-comp-01.oot.lab.eng.bos| 1124577249750 |        994 |        151 |       0.76
| nfvha-comp-02.oot.lab.eng.bos| 1124577329380 |        995 |        164 |       0.87
| nfvha-comp-06.oot.lab.eng.bos| 1124577506548 |        996 |        177 |       0.91
| nfvha-comp-03.oot.lab.eng.bos| 1124577532642 |        997 |        153 |       0.81
| nfvha-ctrl-03.oot.lab.eng.bos| 1124577576141 |        998 |        157 |       2.05
| nfvha-ctrl-03.oot.lab.eng.bos| 1124577596388 |        999 |        158 |       2.15
| nfvha-comp-02.oot.lab.eng.bos| 1124577809494 |       1000 |        165 |       0.83
| nfvha-comp-01.oot.lab.eng.bos| 1124577889971 |       1001 |        152 |       0.89
| nfvha-comp-03.oot.lab.eng.bos| 1124578072851 |       1002 |        154 |       0.87
| nfvha-comp-05.oot.lab.eng.bos| 1124578113263 |       1003 |        170 |       0.72
| nfvha-comp-02.oot.lab.eng.bos| 1124578139686 |       1004 |        166 |       0.75
| nfvha-comp-02.oot.lab.eng.bos| 1124578179800 |       1005 |        167 |       0.72
| nfvha-ctrl-03.oot.lab.eng.bos| 1124578216499 |       1006 |        159 |       2.10
| nfvha-comp-02.oot.lab.eng.bos| 1124578380065 |       1007 |        168 |       0.82
| nfvha-comp-06.oot.lab.eng.bos| 1124578476652 |       1008 |        178 |       0.89
| nfvha-comp-01.oot.lab.eng.bos| 1124578549962 |       1009 |        153 |       0.73
| nfvha-comp-01.oot.lab.eng.bos| 1124578600029 |       1010 |        154 |       0.68
| nfvha-comp-05.oot.lab.eng.bos| 1124578703434 |       1011 |        171 |       0.76
| nfvha-comp-06.oot.lab.eng.bos| 1124578736771 |       1012 |        179 |       0.89
| nfvha-comp-02.oot.lab.eng.bos| 1124578740179 |       1013 |        169 |       0.79
| nfvha-comp-03.oot.lab.eng.bos| 1124578752906 |       1014 |        155 |       0.79
| nfvha-comp-05.oot.lab.eng.bos| 1124578773477 |       1015 |        172 |       0.67
| nfvha-comp-01.oot.lab.eng.bos| 1124578800199 |       1016 |        155 |       0.73
| nfvha-ctrl-03.oot.lab.eng.bos| 1124579006680 |       1017 |        160 |       2.12
| nfvha-comp-01.oot.lab.eng.bos| 1124579100477 |       1018 |        156 |       0.90
| nfvha-comp-05.oot.lab.eng.bos| 1124579103673 |       1019 |        173 |       0.75
| nfvha-comp-02.oot.lab.eng.bos| 1124579260367 |       1020 |        170 |       0.81
| nfvha-comp-03.oot.lab.eng.bos| 1124579403169 |       1021 |        156 |       0.90
| nfvha-comp-06.oot.lab.eng.bos| 1124579446869 |       1022 |        180 |       0.84
| nfvha-comp-05.oot.lab.eng.bos| 1124579503775 |       1023 |        174 |       0.70
| nfvha-comp-02.oot.lab.eng.bos| 1124579830455 |       1024 |        171 |       0.71
| nfvha-ctrl-03.oot.lab.eng.bos| 1124579846834 |       1025 |        161 |       2.07
| nfvha-comp-05.oot.lab.eng.bos| 1124579993761 |       1026 |        175 |       0.59
| nfvha-comp-06.oot.lab.eng.bos| 1124580017151 |       1027 |        181 |       0.97
| nfvha-comp-01.oot.lab.eng.bos| 1124580030578 |       1028 |        157 |       0.87
| nfvha-comp-03.oot.lab.eng.bos| 1124580133181 |       1029 |        157 |       0.81
| nfvha-comp-03.oot.lab.eng.bos| 1124580173363 |       1030 |        158 |       0.83
| nfvha-comp-03.oot.lab.eng.bos| 1124580263465 |       1031 |        159 |       0.80
| nfvha-comp-05.oot.lab.eng.bos| 1124580304030 |       1032 |        176 |       0.72
| nfvha-ctrl-03.oot.lab.eng.bos| 1124580377021 |       1033 |        162 |       2.11
| nfvha-comp-06.oot.lab.eng.bos| 1124580417162 |       1034 |        182 |       0.83
| nfvha-comp-02.oot.lab.eng.bos| 1124580430809 |       1035 |        172 |       0.90
| nfvha-comp-01.oot.lab.eng.bos| 1124580560566 |       1036 |        158 |       0.73
| nfvha-comp-03.oot.lab.eng.bos| 1124580713654 |       1037 |        160 |       0.85
| nfvha-comp-03.oot.lab.eng.bos| 1124580783744 |       1038 |        161 |       0.82
| nfvha-comp-01.oot.lab.eng.bos| 1124580820781 |       1039 |        159 |       0.74
| nfvha-ctrl-03.oot.lab.eng.bos| 1124580837142 |       1040 |        163 |       2.08
| nfvha-comp-06.oot.lab.eng.bos| 1124580997285 |       1041 |        183 |       0.82
| nfvha-comp-02.oot.lab.eng.bos| 1124581111035 |       1042 |        173 |       0.96
| nfvha-comp-05.oot.lab.eng.bos| 1124581114124 |       1043 |        177 |       0.72
| nfvha-comp-01.oot.lab.eng.bos| 1124581140930 |       1044 |        160 |       0.75
| nfvha-comp-03.oot.lab.eng.bos| 1124581333799 |       1045 |        162 |       0.75
| nfvha-ctrl-03.oot.lab.eng.bos| 1124581427453 |       1046 |        164 |       2.22
| nfvha-comp-05.oot.lab.eng.bos| 1124581524151 |       1047 |        178 |       0.62
| nfvha-comp-05.oot.lab.eng.bos| 1124581534382 |       1048 |        179 |       0.72
| nfvha-comp-01.oot.lab.eng.bos| 1124581731103 |       1049 |        161 |       0.82
| nfvha-ctrl-03.oot.lab.eng.bos| 1124581787548 |       1050 |        165 |       2.18
| nfvha-comp-05.oot.lab.eng.bos| 1124581844488 |       1051 |        180 |       0.70
| nfvha-comp-02.oot.lab.eng.bos| 1124581881025 |       1052 |        174 |       0.78
| nfvha-comp-06.oot.lab.eng.bos| 1124581997738 |       1053 |        184 |       0.77
| nfvha-comp-05.oot.lab.eng.bos| 1124582034569 |       1054 |        181 |       0.66
| nfvha-ctrl-03.oot.lab.eng.bos| 1124582277578 |       1055 |        166 |       2.06
| nfvha-comp-03.oot.lab.eng.bos| 1124582284189 |       1056 |        163 |       0.93
| nfvha-comp-06.oot.lab.eng.bos| 1124582338024 |       1057 |        185 |       0.92
| nfvha-comp-01.oot.lab.eng.bos| 1124582591288 |       1058 |        162 |       0.89
| nfvha-comp-05.oot.lab.eng.bos| 1124582684792 |       1059 |        182 |       0.75
| nfvha-comp-02.oot.lab.eng.bos| 1124582881378 |       1060 |        175 |       0.93
| nfvha-ctrl-03.oot.lab.eng.bos| 1124582937858 |       1061 |        167 |       2.17
| nfvha-comp-06.oot.lab.eng.bos| 1124583008118 |       1062 |        186 |       0.86
| nfvha-comp-03.oot.lab.eng.bos| 1124583054248 |       1063 |        164 |       0.87
| nfvha-comp-01.oot.lab.eng.bos| 1124583511256 |       1064 |        163 |       0.73
| nfvha-comp-03.oot.lab.eng.bos| 1124583524456 |       1065 |        165 |       0.94
| nfvha-comp-05.oot.lab.eng.bos| 1124583614766 |       1066 |        183 |       0.62
| nfvha-comp-05.oot.lab.eng.bos| 1124583704873 |       1067 |        184 |       0.57
| nfvha-comp-06.oot.lab.eng.bos| 1124583728237 |       1068 |        187 |       0.85
| nfvha-comp-02.oot.lab.eng.bos| 1124583821524 |       1069 |        176 |       0.90
| nfvha-comp-05.oot.lab.eng.bos| 1124583855184 |       1070 |        185 |       0.75
| nfvha-comp-01.oot.lab.eng.bos| 1124583871414 |       1071 |        164 |       0.75
| nfvha-ctrl-03.oot.lab.eng.bos| 1124583918103 |       1072 |        168 |       2.26
| nfvha-comp-06.oot.lab.eng.bos| 1124584028522 |       1073 |        188 |       0.97
| nfvha-comp-01.oot.lab.eng.bos| 1124584041603 |       1074 |        165 |       0.82
| nfvha-comp-05.oot.lab.eng.bos| 1124584115230 |       1075 |        186 |       0.68
| nfvha-comp-02.oot.lab.eng.bos| 1124584121650 |       1076 |        177 |       0.86
| nfvha-ctrl-03.oot.lab.eng.bos| 1124584228133 |       1077 |        169 |       2.10
| nfvha-ctrl-03.oot.lab.eng.bos| 1124584338292 |       1078 |        170 |       2.15
| nfvha-comp-01.oot.lab.eng.bos| 1124584351743 |       1079 |        166 |       0.84
| nfvha-comp-03.oot.lab.eng.bos| 1124584474537 |       1080 |        166 |       0.91
| nfvha-comp-02.oot.lab.eng.bos| 1124584641660 |       1081 |        178 |       0.71
| nfvha-comp-06.oot.lab.eng.bos| 1124584648579 |       1082 |        189 |       0.90
| nfvha-comp-01.oot.lab.eng.bos| 1124584851756 |       1083 |        167 |       0.75
| nfvha-comp-05.oot.lab.eng.bos| 1124584905490 |       1084 |        187 |       0.80
| nfvha-comp-02.oot.lab.eng.bos| 1124584971884 |       1085 |        179 |       0.77
| nfvha-comp-02.oot.lab.eng.bos| 1124585082205 |       1086 |        180 |       0.96
| nfvha-ctrl-03.oot.lab.eng.bos| 1124585088322 |       1087 |        171 |       2.03
| nfvha-comp-03.oot.lab.eng.bos| 1124585174573 |       1088 |        167 |       0.81
| nfvha-comp-05.oot.lab.eng.bos| 1124585235605 |       1089 |        188 |       0.77
| nfvha-comp-02.oot.lab.eng.bos| 1124585262332 |       1090 |        181 |       0.92
| nfvha-ctrl-03.oot.lab.eng.bos| 1124585278675 |       1091 |        172 |       2.24
| nfvha-comp-06.oot.lab.eng.bos| 1124585308626 |       1092 |        190 |       0.77
| nfvha-comp-06.oot.lab.eng.bos| 1124585348760 |       1093 |        191 |       0.78
| nfvha-comp-05.oot.lab.eng.bos| 1124585385661 |       1094 |        189 |       0.70
| nfvha-comp-03.oot.lab.eng.bos| 1124585434767 |       1095 |        168 |       0.87
| nfvha-comp-01.oot.lab.eng.bos| 1124585571861 |       1096 |        168 |       0.72
| nfvha-comp-03.oot.lab.eng.bos| 1124585804773 |       1097 |        169 |       0.77
| nfvha-comp-03.oot.lab.eng.bos| 1124585824913 |       1098 |        170 |       0.78
| nfvha-comp-01.oot.lab.eng.bos| 1124586022045 |       1099 |        169 |       0.80
| nfvha-comp-02.oot.lab.eng.bos| 1124586022510 |       1100 |        182 |       0.93
| nfvha-ctrl-03.oot.lab.eng.bos| 1124586238750 |       1101 |        173 |       2.17
| nfvha-comp-05.oot.lab.eng.bos| 1124586255844 |       1102 |        190 |       0.75
| nfvha-comp-05.oot.lab.eng.bos| 1124586325860 |       1103 |        191 |       0.64
| nfvha-comp-06.oot.lab.eng.bos| 1124586348895 |       1104 |        192 |       0.76
| nfvha-ctrl-03.oot.lab.eng.bos| 1124586419026 |       1105 |        174 |       2.26
| nfvha-comp-01.oot.lab.eng.bos| 1124586542193 |       1106 |        170 |       0.83
| nfvha-comp-02.oot.lab.eng.bos| 1124586652605 |       1107 |        183 |       0.83
| nfvha-comp-03.oot.lab.eng.bos| 1124586655047 |       1108 |        171 |       0.77
| nfvha-comp-06.oot.lab.eng.bos| 1124586709047 |       1109 |        193 |       0.78
| nfvha-comp-02.oot.lab.eng.bos| 1124586912704 |       1110 |        184 |       0.79
| nfvha-comp-05.oot.lab.eng.bos| 1124587065881 |       1111 |        192 |       0.55
| nfvha-comp-02.oot.lab.eng.bos| 1124587132932 |       1112 |        185 |       0.88
| nfvha-ctrl-03.oot.lab.eng.bos| 1124587139035 |       1113 |        175 |       2.17
| nfvha-comp-01.oot.lab.eng.bos| 1124587222336 |       1114 |        171 |       0.86
| nfvha-comp-03.oot.lab.eng.bos| 1124587345268 |       1115 |        172 |       0.87
| nfvha-comp-05.oot.lab.eng.bos| 1124587416188 |       1116 |        193 |       0.70
| nfvha-comp-02.oot.lab.eng.bos| 1124587443073 |       1117 |        186 |       0.84
| nfvha-comp-05.oot.lab.eng.bos| 1124587596244 |       1118 |        194 |       0.64
| nfvha-ctrl-03.oot.lab.eng.bos| 1124587599248 |       1119 |        176 |       2.20
| nfvha-comp-06.oot.lab.eng.bos| 1124587659324 |       1120 |        194 |       0.91
| nfvha-ctrl-03.oot.lab.eng.bos| 1124587949368 |       1121 |        177 |       2.16
| nfvha-comp-01.oot.lab.eng.bos| 1124587972370 |       1122 |        172 |       0.80
| nfvha-comp-02.oot.lab.eng.bos| 1124587973195 |       1123 |        187 |       0.81
| nfvha-comp-05.oot.lab.eng.bos| 1124587996414 |       1124 |        195 |       0.69
| nfvha-comp-06.oot.lab.eng.bos| 1124588019376 |       1125 |        195 |       0.84
| nfvha-comp-05.oot.lab.eng.bos| 1124588036594 |       1126 |        196 |       0.74
| nfvha-comp-06.oot.lab.eng.bos| 1124588199479 |       1127 |        196 |       0.83
| nfvha-comp-03.oot.lab.eng.bos| 1124588315300 |       1128 |        173 |       0.79
| nfvha-ctrl-03.oot.lab.eng.bos| 1124588379530 |       1129 |        178 |       2.17
| nfvha-comp-05.oot.lab.eng.bos| 1124588436678 |       1130 |        197 |       0.67
| nfvha-comp-05.oot.lab.eng.bos| 1124588456909 |       1131 |        198 |       0.77
| nfvha-comp-01.oot.lab.eng.bos| 1124588582506 |       1132 |        173 |       0.81
| nfvha-ctrl-03.oot.lab.eng.bos| 1124588639620 |       1133 |        179 |       2.10
| nfvha-comp-06.oot.lab.eng.bos| 1124588689755 |       1134 |        197 |       0.92
| nfvha-comp-01.oot.lab.eng.bos| 1124588712547 |       1135 |        174 |       0.73
| nfvha-ctrl-03.oot.lab.eng.bos| 1124588789830 |       1136 |        180 |       2.17
| nfvha-comp-02.oot.lab.eng.bos| 1124588873546 |       1137 |        188 |       0.99
| nfvha-comp-05.oot.lab.eng.bos| 1124589026825 |       1138 |        199 |       0.57
| nfvha-comp-01.oot.lab.eng.bos| 1124589032714 |       1139 |        175 |       0.77
| nfvha-comp-02.oot.lab.eng.bos| 1124589183450 |       1140 |        189 |       0.73
| nfvha-ctrl-03.oot.lab.eng.bos| 1124589189911 |       1141 |        181 |       2.12
| nfvha-comp-03.oot.lab.eng.bos| 1124589285395 |       1142 |        174 |       0.79
| nfvha-comp-06.oot.lab.eng.bos| 1124589449620 |       1143 |        198 |       0.68
| nfvha-comp-01.oot.lab.eng.bos| 1124589552773 |       1144 |        176 |       0.63
| nfvha-comp-06.oot.lab.eng.bos| 1124589569694 |       1145 |        199 |       0.61
| nfvha-comp-05.oot.lab.eng.bos| 1124589666994 |       1146 |        200 |       0.60
| nfvha-comp-05.oot.lab.eng.bos| 1124589937171 |       1147 |        201 |       0.63
| nfvha-comp-01.oot.lab.eng.bos| 1124590043090 |       1148 |        177 |       0.82
| nfvha-comp-03.oot.lab.eng.bos| 1124590135629 |       1149 |        175 |       0.88
| nfvha-ctrl-03.oot.lab.eng.bos| 1124590160207 |       1150 |        182 |       2.20
| nfvha-comp-02.oot.lab.eng.bos| 1124590163674 |       1151 |        190 |       0.77
| nfvha-comp-03.oot.lab.eng.bos| 1124590265727 |       1152 |        176 |       0.85
| nfvha-ctrl-03.oot.lab.eng.bos| 1124590350329 |       1153 |        183 |       2.18
| nfvha-comp-06.oot.lab.eng.bos| 1124590410141 |       1154 |        200 |       0.91
| nfvha-comp-05.oot.lab.eng.bos| 1124590447373 |       1155 |        202 |       0.70
| nfvha-comp-05.oot.lab.eng.bos| 1124590497444 |       1156 |        203 |       0.63
| nfvha-comp-01.oot.lab.eng.bos| 1124590503316 |       1157 |        178 |       0.93
| nfvha-comp-03.oot.lab.eng.bos| 1124590515784 |       1158 |        177 |       0.78
| nfvha-comp-06.oot.lab.eng.bos| 1124590590119 |       1159 |        201 |       0.76
| nfvha-comp-02.oot.lab.eng.bos| 1124590733858 |       1160 |        191 |       0.76
| nfvha-comp-03.oot.lab.eng.bos| 1124590805898 |       1161 |        178 |       0.77
| nfvha-comp-02.oot.lab.eng.bos| 1124590924027 |       1162 |        192 |       0.79
| nfvha-comp-01.oot.lab.eng.bos| 1124591033284 |       1163 |        179 |       0.79
| nfvha-comp-05.oot.lab.eng.bos| 1124591097702 |       1164 |        204 |       0.76
| nfvha-comp-06.oot.lab.eng.bos| 1124591110414 |       1165 |        202 |       0.93
| nfvha-comp-02.oot.lab.eng.bos| 1124591144175 |       1166 |        193 |       0.79
| nfvha-ctrl-03.oot.lab.eng.bos| 1124591190379 |       1167 |        184 |       2.08
| nfvha-comp-01.oot.lab.eng.bos| 1124591203424 |       1168 |        180 |       0.78
| nfvha-comp-03.oot.lab.eng.bos| 1124591236041 |       1169 |        179 |       0.76
| nfvha-comp-06.oot.lab.eng.bos| 1124591290509 |       1170 |        203 |       0.84
| nfvha-comp-02.oot.lab.eng.bos| 1124591334446 |       1171 |        194 |       0.90
| nfvha-ctrl-03.oot.lab.eng.bos| 1124591590693 |       1172 |        185 |       2.24
| nfvha-ctrl-03.oot.lab.eng.bos| 1124591640648 |       1173 |        186 |       2.05
| nfvha-comp-06.oot.lab.eng.bos| 1124591660600 |       1174 |        204 |       0.79
| nfvha-comp-02.oot.lab.eng.bos| 1124591724611 |       1175 |        195 |       0.91
| nfvha-comp-01.oot.lab.eng.bos| 1124591753518 |       1176 |        181 |       0.75
| nfvha-comp-01.oot.lab.eng.bos| 1124591793741 |       1177 |        182 |       0.83
| nfvha-comp-06.oot.lab.eng.bos| 1124591810737 |       1178 |        205 |       0.79
| nfvha-comp-06.oot.lab.eng.bos| 1124591940921 |       1179 |        206 |       0.84
| nfvha-comp-05.oot.lab.eng.bos| 1124591997595 |       1180 |        205 |       0.54
| nfvha-comp-06.oot.lab.eng.bos| 1124592031119 |       1181 |        207 |       0.90
| nfvha-comp-03.oot.lab.eng.bos| 1124592156133 |       1182 |        180 |       0.75
| nfvha-comp-02.oot.lab.eng.bos| 1124592424792 |       1183 |        196 |       0.88
| nfvha-comp-05.oot.lab.eng.bos| 1124592527930 |       1184 |        206 |       0.74
| nfvha-ctrl-03.oot.lab.eng.bos| 1124592590904 |       1185 |        187 |       2.14
| nfvha-comp-01.oot.lab.eng.bos| 1124592603852 |       1186 |        183 |       0.82
| nfvha-comp-05.oot.lab.eng.bos| 1124592777981 |       1187 |        207 |       0.68
| nfvha-comp-01.oot.lab.eng.bos| 1124592803978 |       1188 |        184 |       0.84
| nfvha-comp-06.oot.lab.eng.bos| 1124592811249 |       1189 |        208 |       0.88
| nfvha-comp-05.oot.lab.eng.bos| 1124592838201 |       1190 |        208 |       0.77
| nfvha-comp-03.oot.lab.eng.bos| 1124592896357 |       1191 |        181 |       0.85
| nfvha-comp-01.oot.lab.eng.bos| 1124593244104 |       1192 |        185 |       0.85
| nfvha-comp-06.oot.lab.eng.bos| 1124593261445 |       1193 |        209 |       0.93
| nfvha-comp-02.oot.lab.eng.bos| 1124593284752 |       1194 |        197 |       0.69
| nfvha-ctrl-03.oot.lab.eng.bos| 1124593521156 |       1195 |        188 |       2.23
| nfvha-comp-03.oot.lab.eng.bos| 1124593546441 |       1196 |        182 |       0.81
| nfvha-comp-06.oot.lab.eng.bos| 1124593601399 |       1197 |        210 |       0.75
| nfvha-comp-02.oot.lab.eng.bos| 1124593714998 |       1198 |        198 |       0.76
| nfvha-comp-05.oot.lab.eng.bos| 1124593768258 |       1199 |        209 |       0.68
| nfvha-ctrl-03.oot.lab.eng.bos| 1124593931251 |       1200 |        189 |       2.15
| nfvha-comp-02.oot.lab.eng.bos| 1124593955211 |       1201 |        199 |       0.83
| nfvha-comp-06.oot.lab.eng.bos| 1124594081590 |       1202 |        211 |       0.78
| nfvha-comp-06.oot.lab.eng.bos| 1124594091821 |       1203 |        212 |       0.89
| nfvha-comp-02.oot.lab.eng.bos| 1124594165476 |       1204 |        200 |       0.95
| nfvha-comp-06.oot.lab.eng.bos| 1124594181921 |       1205 |        213 |       0.85
| nfvha-comp-06.oot.lab.eng.bos| 1124594242101 |       1206 |        214 |       0.92
| nfvha-comp-01.oot.lab.eng.bos| 1124594244221 |       1207 |        186 |       0.86
| nfvha-comp-05.oot.lab.eng.bos| 1124594378406 |       1208 |        210 |       0.70
| nfvha-comp-03.oot.lab.eng.bos| 1124594436548 |       1209 |        183 |       0.78
| nfvha-comp-02.oot.lab.eng.bos| 1124594455538 |       1210 |        201 |       0.84
| nfvha-comp-06.oot.lab.eng.bos| 1124594602186 |       1211 |        215 |       0.88
| nfvha-comp-02.oot.lab.eng.bos| 1124594615846 |       1212 |        202 |       0.87
| nfvha-comp-05.oot.lab.eng.bos| 1124594738541 |       1213 |        211 |       0.72
| nfvha-comp-02.oot.lab.eng.bos| 1124594775948 |       1214 |        203 |       0.81
| nfvha-ctrl-03.oot.lab.eng.bos| 1124594851396 |       1215 |        190 |       2.14
| nfvha-comp-06.oot.lab.eng.bos| 1124595032229 |       1216 |        216 |       0.80
| nfvha-comp-01.oot.lab.eng.bos| 1124595084179 |       1217 |        187 |       0.74
| nfvha-comp-06.oot.lab.eng.bos| 1124595112373 |       1218 |        217 |       0.79
| nfvha-comp-03.oot.lab.eng.bos| 1124595126752 |       1219 |        184 |       0.86
| nfvha-comp-06.oot.lab.eng.bos| 1124595182558 |       1220 |        218 |       0.84
| nfvha-comp-05.oot.lab.eng.bos| 1124595208666 |       1221 |        212 |       0.70
| nfvha-comp-06.oot.lab.eng.bos| 1124595262659 |       1222 |        219 |       0.79
| nfvha-comp-03.oot.lab.eng.bos| 1124595306933 |       1223 |        185 |       0.91
| nfvha-comp-05.oot.lab.eng.bos| 1124595458583 |       1224 |        213 |       0.51
| nfvha-ctrl-03.oot.lab.eng.bos| 1124595571671 |       1225 |        191 |       2.24
| nfvha-comp-02.oot.lab.eng.bos| 1124595736079 |       1226 |        204 |       0.78
| nfvha-comp-01.oot.lab.eng.bos| 1124595794305 |       1227 |        188 |       0.72
| nfvha-ctrl-03.oot.lab.eng.bos| 1124595821793 |       1228 |        192 |       2.21
| nfvha-comp-03.oot.lab.eng.bos| 1124595877107 |       1229 |        186 |       0.94
| nfvha-comp-06.oot.lab.eng.bos| 1124595952721 |       1230 |        220 |       0.72
| nfvha-comp-06.oot.lab.eng.bos| 1124596033024 |       1231 |        221 |       0.91
| nfvha-comp-05.oot.lab.eng.bos| 1124596088755 |       1232 |        214 |       0.57
| nfvha-comp-06.oot.lab.eng.bos| 1124596493149 |       1233 |        222 |       0.88
| nfvha-comp-06.oot.lab.eng.bos| 1124596533226 |       1234 |        223 |       0.83
| nfvha-comp-03.oot.lab.eng.bos| 1124596567077 |       1235 |        187 |       0.81
| nfvha-ctrl-03.oot.lab.eng.bos| 1124596611831 |       1236 |        193 |       2.08
| nfvha-comp-02.oot.lab.eng.bos| 1124596656236 |       1237 |        205 |       0.77
| nfvha-comp-01.oot.lab.eng.bos| 1124596664504 |       1238 |        189 |       0.83
| nfvha-comp-06.oot.lab.eng.bos| 1124596963304 |       1239 |        224 |       0.77
| nfvha-comp-05.oot.lab.eng.bos| 1124596998990 |       1240 |        215 |       0.68
| nfvha-comp-01.oot.lab.eng.bos| 1124597114716 |       1241 |        190 |       0.90
| nfvha-ctrl-03.oot.lab.eng.bos| 1124597141955 |       1242 |        194 |       2.08
| nfvha-comp-01.oot.lab.eng.bos| 1124597144717 |       1243 |        191 |       0.73
| nfvha-comp-02.oot.lab.eng.bos| 1124597166466 |       1244 |        206 |       0.87
| nfvha-comp-06.oot.lab.eng.bos| 1124597373470 |       1245 |        225 |       0.79
| nfvha-comp-02.oot.lab.eng.bos| 1124597416483 |       1246 |        207 |       0.72
| nfvha-comp-03.oot.lab.eng.bos| 1124597467311 |       1247 |        188 |       0.90
| nfvha-comp-01.oot.lab.eng.bos| 1124597604974 |       1248 |        192 |       0.87
| nfvha-comp-05.oot.lab.eng.bos| 1124597739016 |       1249 |        216 |       0.58
| nfvha-comp-01.oot.lab.eng.bos| 1124597914866 |       1250 |        193 |       0.66
| nfvha-ctrl-03.oot.lab.eng.bos| 1124597972379 |       1251 |        195 |       2.31
| nfvha-comp-02.oot.lab.eng.bos| 1124597986694 |       1252 |        208 |       0.76
| nfvha-comp-02.oot.lab.eng.bos| 1124598016992 |       1253 |        209 |       0.93
| nfvha-ctrl-03.oot.lab.eng.bos| 1124598122338 |       1254 |        196 |       2.13
| nfvha-comp-06.oot.lab.eng.bos| 1124598123579 |       1255 |        226 |       0.76
| nfvha-ctrl-03.oot.lab.eng.bos| 1124598132639 |       1256 |        197 |       2.31
| nfvha-comp-01.oot.lab.eng.bos| 1124598215156 |       1257 |        194 |       0.81
