|       Time |     Offset |        Seq |    latency 
| 1075028364972 |       2226 |       2226 |       0.55
| 1075028875226 |       2227 |       2227 |       0.69
| 1075029055361 |       2228 |       2228 |       0.69
| 1075030005416 |       2229 |       2229 |       0.67
| 1075030485623 |       2230 |       2230 |       0.78
| 1075031135836 |       2231 |       2231 |       0.87
| 1075031885926 |       2232 |       2232 |       0.83
| 1075032545906 |       2233 |       2233 |       0.70
| 1075033166187 |       2234 |       2234 |       0.87
| 1075033636219 |       2235 |       2235 |       0.77
| 1075033706274 |       2236 |       2236 |       0.71
| 1075033766414 |       2237 |       2237 |       0.72
| 1075034236560 |       2238 |       2238 |       0.77
| 1075034276724 |       2239 |       2239 |       0.81
| 1075034446744 |       2240 |       2240 |       0.73
| 1075035066982 |       2241 |       2241 |       0.85
| 1075035196920 |       2242 |       2242 |       0.67
| 1075036007153 |       2243 |       2243 |       0.79
| 1075036437166 |       2244 |       2244 |       0.66
| 1075036717299 |       2245 |       2245 |       0.65
| 1075036777427 |       2246 |       2246 |       0.65
| 1075037017636 |       2247 |       2247 |       0.75
| 1075037797697 |       2248 |       2248 |       0.67
| 1075038228030 |       2249 |       2249 |       0.89
| 1075038957964 |       2250 |       2250 |       0.69
| 1075039438123 |       2251 |       2251 |       0.75
| 1075040008207 |       2252 |       2252 |       0.71
| 1075040678248 |       2253 |       2253 |       0.62
| 1075041278432 |       2254 |       2254 |       0.73
| 1075041868572 |       2255 |       2255 |       0.75
| 1075042458555 |       2256 |       2256 |       0.62
| 1075043088896 |       2257 |       2257 |       0.86
| 1075043538931 |       2258 |       2258 |       0.77
| 1075043658955 |       2259 |       2259 |       0.68
| 1075044589269 |       2260 |       2260 |       0.85
| 1075045509189 |       2261 |       2261 |       0.71
| 1075045629262 |       2262 |       2262 |       0.66
| 1075045659476 |       2263 |       2263 |       0.75
| 1075046589644 |       2264 |       2264 |       0.77
| 1075047329793 |       2265 |       2265 |       0.82
| 1075047819797 |       2266 |       2266 |       0.71
| 1075048170041 |       2267 |       2267 |       0.82
| 1075048310034 |       2268 |       2268 |       0.70
| 1075049260181 |       2269 |       2269 |       0.74
| 1075049640216 |       2270 |       2270 |       0.65
| 1075049950506 |       2271 |       2271 |       0.82
| 1075050870553 |       2272 |       2272 |       0.71
| 1075051380628 |       2273 |       2273 |       0.70
| 1075051840708 |       2274 |       2274 |       0.67
| 1075052190674 |       2275 |       2275 |       0.55
| 1075052320873 |       2276 |       2276 |       0.64
| 1075053191156 |       2277 |       2277 |       0.83
| 1075054131217 |       2278 |       2278 |       0.79
| 1075055041238 |       2279 |       2279 |       0.68
| 1075055681358 |       2280 |       2280 |       0.69
| 1075055701424 |       2281 |       2281 |       0.64
| 1075056441496 |       2282 |       2282 |       0.59
| 1075056651580 |       2283 |       2283 |       0.55
| 1075057331828 |       2284 |       2284 |       0.71
| 1075058021930 |       2285 |       2285 |       0.68
| 1075058161992 |       2286 |       2286 |       0.62
| 1075058782102 |       2287 |       2287 |       0.62
| 1075059102365 |       2288 |       2288 |       0.76
| 1075059692529 |       2289 |       2289 |       0.80
| 1075060422494 |       2290 |       2290 |       0.63
| 1075061022818 |       2291 |       2291 |       0.85
| 1075061882933 |       2292 |       2292 |       0.81
| 1075062732942 |       2293 |       2293 |       0.70
| 1075063353041 |       2294 |       2294 |       0.68
| 1075064143157 |       2295 |       2295 |       0.72
| 1075065073224 |       2296 |       2296 |       0.67
| 1075065533504 |       2297 |       2297 |       0.86
| 1075066023530 |       2298 |       2298 |       0.77
| 1075066443613 |       2299 |       2299 |       0.76
| 1075067203430 |       2300 |       2300 |       0.49
| 1075067423912 |       2301 |       2301 |       0.87
| 1075068143782 |       2302 |       2302 |       0.62
| 1075068823984 |       2303 |       2303 |       0.70
| 1075068894248 |       2304 |       2304 |       0.82
| 1075069424329 |       2305 |       2305 |       0.79
| 1075069794426 |       2306 |       2306 |       0.76
| 1075069994492 |       2307 |       2307 |       0.70
| 1075070384716 |       2308 |       2308 |       0.83
| 1075070684735 |       2309 |       2309 |       0.62
| 1075070795064 |       2310 |       2310 |       0.82
| 1075070825094 |       2311 |       2311 |       0.71
| 1075071145345 |       2312 |       2312 |       0.84
| 1075071345298 |       2313 |       2313 |       0.69
| 1075071935480 |       2314 |       2314 |       0.77
| 1075072285652 |       2315 |       2315 |       0.83
| 1075073175787 |       2316 |       2316 |       0.83
| 1075073905884 |       2317 |       2317 |       0.81
| 1075074865928 |       2318 |       2318 |       0.72
| 1075075426028 |       2319 |       2319 |       0.74
| 1075076086108 |       2320 |       2320 |       0.69
| 1075076126374 |       2321 |       2321 |       0.84
| 1075076276438 |       2322 |       2322 |       0.77
| 1075076786396 |       2323 |       2323 |       0.61
| 1075077676728 |       2324 |       2324 |       0.78
| 1075077786830 |       2325 |       2325 |       0.77
| 1075078436905 |       2326 |       2326 |       0.76
| 1075078607095 |       2327 |       2327 |       0.82
| 1075079167261 |       2328 |       2328 |       0.86
| 1075079297384 |       2329 |       2329 |       0.86
| 1075079877365 |       2330 |       2330 |       0.75
| 1075080547494 |       2331 |       2331 |       0.75
| 1075080887512 |       2332 |       2332 |       0.67
| 1075081537699 |       2333 |       2333 |       0.80
| 1075081877712 |       2334 |       2334 |       0.58
| 1075082638085 |       2335 |       2335 |       0.87
| 1075082808115 |       2336 |       2336 |       0.79
| 1075083518117 |       2337 |       2337 |       0.69
| 1075084478379 |       2338 |       2338 |       0.84
| 1075085388354 |       2339 |       2339 |       0.74
| 1075085748502 |       2340 |       2340 |       0.77
| 1075086158729 |       2341 |       2341 |       0.88
| 1075086448748 |       2342 |       2342 |       0.78
| 1075087118840 |       2343 |       2343 |       0.76
| 1075087728957 |       2344 |       2344 |       0.73
| 1075088599144 |       2345 |       2345 |       0.79
| 1075088609226 |       2346 |       2346 |       0.76
| 1075089459268 |       2347 |       2347 |       0.71
| 1075090399221 |       2348 |       2348 |       0.60
| 1075090719494 |       2349 |       2349 |       0.72
| 1075091119748 |       2350 |       2350 |       0.87
| 1075091719923 |       2351 |       2351 |       0.86
| 1075092079949 |       2352 |       2352 |       0.78
| 1075092980025 |       2353 |       2353 |       0.72
| 1075093440045 |       2354 |       2354 |       0.65
| 1075094030161 |       2355 |       2355 |       0.64
| 1075094040403 |       2356 |       2356 |       0.77
| 1075094140431 |       2357 |       2357 |       0.67
| 1075094890456 |       2358 |       2358 |       0.58
| 1075095810797 |       2359 |       2359 |       0.75
| 1075096030771 |       2360 |       2360 |       0.63
| 1075096711031 |       2361 |       2361 |       0.76
| 1075097641103 |       2362 |       2362 |       0.68
| 1075098551277 |       2363 |       2363 |       0.79
| 1075098881406 |       2364 |       2364 |       0.75
| 1075099851314 |       2365 |       2365 |       0.55
| 1075100521706 |       2366 |       2366 |       0.80
| 1075101251742 |       2367 |       2367 |       0.75
| 1075101642058 |       2368 |       2368 |       0.87
| 1075102332101 |       2369 |       2369 |       0.84
| 1075103022034 |       2370 |       2370 |       0.63
| 1075103272312 |       2371 |       2371 |       0.80
| 1075103322416 |       2372 |       2372 |       0.77
| 1075103852356 |       2373 |       2373 |       0.62
| 1075104392757 |       2374 |       2374 |       0.87
| 1075104752606 |       2375 |       2375 |       0.59
| 1075105682882 |       2376 |       2376 |       0.69
| 1075106163145 |       2377 |       2377 |       0.86
| 1075106223139 |       2378 |       2378 |       0.73
| 1075106403347 |       2379 |       2379 |       0.82
| 1075107333499 |       2380 |       2380 |       0.87
| 1075107973540 |       2381 |       2381 |       0.80
| 1075108153650 |       2382 |       2382 |       0.80
| 1075108173595 |       2383 |       2383 |       0.62
| 1075108913833 |       2384 |       2384 |       0.72
| 1075109353939 |       2385 |       2385 |       0.73
| 1075109943908 |       2386 |       2386 |       0.57
| 1075110364034 |       2387 |       2387 |       0.61
| 1075110734458 |       2388 |       2388 |       0.90
| 1075111584319 |       2389 |       2389 |       0.67
| 1075111674558 |       2390 |       2390 |       0.80
| 1075112664755 |       2391 |       2391 |       0.84
| 1075113524844 |       2392 |       2392 |       0.85
| 1075114454951 |       2393 |       2393 |       0.84
| 1075114754926 |       2394 |       2394 |       0.70
| 1075115575048 |       2395 |       2395 |       0.68
| 1075115605319 |       2396 |       2396 |       0.83
| 1075115925230 |       2397 |       2397 |       0.63
| 1075116825591 |       2398 |       2398 |       0.85
| 1075117245605 |       2399 |       2399 |       0.76
| 1075117605671 |       2400 |       2400 |       0.70
| 1075118185815 |       2401 |       2401 |       0.73
| 1075118195977 |       2402 |       2402 |       0.76
| 1075118595869 |       2403 |       2403 |       0.51
| 1075118706256 |       2404 |       2404 |       0.79
| 1075119246094 |       2405 |       2405 |       0.55
| 1075119356396 |       2406 |       2406 |       0.75
| 1075119736481 |       2407 |       2407 |       0.73
| 1075120106578 |       2408 |       2408 |       0.75
| 1075120616715 |       2409 |       2409 |       0.75
| 1075121176611 |       2410 |       2410 |       0.57
| 1075121466905 |       2411 |       2411 |       0.75
| 1075121616864 |       2412 |       2412 |       0.58
| 1075121697076 |       2413 |       2413 |       0.65
| 1075122357059 |       2414 |       2414 |       0.56
| 1075122597222 |       2415 |       2415 |       0.60
| 1075123467337 |       2416 |       2416 |       0.60
| 1075123717479 |       2417 |       2417 |       0.62
| 1075124717590 |       2418 |       2418 |       0.54
| 1075125307857 |       2419 |       2419 |       0.71
| 1075125408071 |       2420 |       2420 |       0.80
| 1075125497986 |       2421 |       2421 |       0.61
| 1075126068164 |       2422 |       2422 |       0.66
| 1075126368304 |       2423 |       2423 |       0.68
| 1075126738364 |       2424 |       2424 |       0.61
| 1075126958560 |       2425 |       2425 |       0.68
| 1075127078786 |       2426 |       2426 |       0.75
| 1075127828934 |       2427 |       2427 |       0.81
| 1075128718995 |       2428 |       2428 |       0.72
| 1075129089087 |       2429 |       2429 |       0.70
| 1075129249385 |       2430 |       2430 |       0.88
| 1075129489326 |       2431 |       2431 |       0.73
| 1075130429294 |       2432 |       2432 |       0.61
| 1075130949654 |       2433 |       2433 |       0.86
| 1075131939825 |       2434 |       2434 |       0.89
| 1075132339602 |       2435 |       2435 |       0.58
| 1075132749855 |       2436 |       2436 |       0.73
| 1075133190112 |       2437 |       2437 |       0.86
| 1075133320151 |       2438 |       2438 |       0.77
| 1075134090131 |       2439 |       2439 |       0.64
| 1075135040440 |       2440 |       2440 |       0.81
| 1075135070406 |       2441 |       2441 |       0.65
| 1075135130517 |       2442 |       2442 |       0.64
| 1075135580899 |       2443 |       2443 |       0.85
| 1075136040989 |       2444 |       2444 |       0.81
| 1075136760961 |       2445 |       2445 |       0.68
| 1075137451085 |       2446 |       2446 |       0.71
| 1075137771231 |       2447 |       2447 |       0.77
| 1075138091271 |       2448 |       2448 |       0.71
| 1075138131458 |       2449 |       2449 |       0.77
| 1075138391537 |       2450 |       2450 |       0.73
| 1075139151825 |       2451 |       2451 |       0.88
| 1075139271947 |       2452 |       2452 |       0.88
| 1075139441969 |       2453 |       2453 |       0.78
| 1075139501894 |       2454 |       2454 |       0.61
| 1075140342049 |       2455 |       2455 |       0.62
| 1075140732411 |       2456 |       2456 |       0.86
| 1075141262316 |       2457 |       2457 |       0.67
| 1075141852565 |       2458 |       2458 |       0.78
| 1075142472549 |       2459 |       2459 |       0.68
| 1075143362827 |       2460 |       2460 |       0.85
| 1075144102841 |       2461 |       2461 |       0.76
| 1075144312859 |       2462 |       2462 |       0.65
| 1075144493056 |       2463 |       2463 |       0.71
| 1075145103208 |       2464 |       2464 |       0.77
| 1075145303281 |       2465 |       2465 |       0.71
| 1075145883511 |       2466 |       2466 |       0.83
| 1075145893472 |       2467 |       2467 |       0.66
| 1075146883807 |       2468 |       2468 |       0.85
| 1075147583787 |       2469 |       2469 |       0.70
| 1075148363938 |       2470 |       2470 |       0.71
| 1075149293909 |       2471 |       2471 |       0.61
| 1075149374138 |       2472 |       2472 |       0.69
| 1075149554310 |       2473 |       2473 |       0.74
| 1075149934343 |       2474 |       2474 |       0.65
| 1075150474494 |       2475 |       2475 |       0.69
| 1075150724693 |       2476 |       2476 |       0.79
| 1075151134768 |       2477 |       2477 |       0.67
| 1075151344997 |       2478 |       2478 |       0.79
| 1075151905034 |       2479 |       2479 |       0.69
| 1075152345179 |       2480 |       2480 |       0.71
| 1075152805398 |       2481 |       2481 |       0.80
| 1075153475385 |       2482 |       2482 |       0.69
| 1075154385514 |       2483 |       2483 |       0.76
| 1075155015458 |       2484 |       2484 |       0.61
| 1075155745687 |       2485 |       2485 |       0.72
| 1075156495900 |       2486 |       2486 |       0.80
| 1075156856056 |       2487 |       2487 |       0.85
| 1075157106117 |       2488 |       2488 |       0.78
| 1075157436168 |       2489 |       2489 |       0.74
| 1075158416233 |       2490 |       2490 |       0.69
| 1075158906443 |       2491 |       2491 |       0.78
| 1075159326417 |       2492 |       2492 |       0.66
| 1075159506727 |       2493 |       2493 |       0.83
| 1075160176794 |       2494 |       2494 |       0.80
| 1075160196887 |       2495 |       2495 |       0.68
| 1075160916969 |       2496 |       2496 |       0.62
| 1075161507033 |       2497 |       2497 |       0.60
| 1075161527307 |       2498 |       2498 |       0.74
| 1075162227275 |       2499 |       2499 |       0.63
| 1075162877508 |       2500 |       2500 |       0.75
| 1075163027712 |       2501 |       2501 |       0.85
| 1075163657872 |       2502 |       2502 |       0.84
| 1075164387923 |       2503 |       2503 |       0.76
| 1075165067932 |       2504 |       2504 |       0.64
| 1075165428174 |       2505 |       2505 |       0.77
| 1075165688402 |       2506 |       2506 |       0.88
| 1075166608338 |       2507 |       2507 |       0.66
| 1075167368435 |       2508 |       2508 |       0.68
| 1075167828768 |       2509 |       2509 |       0.88
| 1075168658711 |       2510 |       2510 |       0.63
| 1075169208923 |       2511 |       2511 |       0.73
| 1075169479030 |       2512 |       2512 |       0.73
| 1075169969233 |       2513 |       2513 |       0.82
| 1075170429139 |       2514 |       2514 |       0.62
| 1075171329408 |       2515 |       2515 |       0.81
| 1075171899525 |       2516 |       2516 |       0.78
| 1075172459592 |       2517 |       2517 |       0.75
| 1075173069728 |       2518 |       2518 |       0.75
| 1075173239759 |       2519 |       2519 |       0.67
| 1075174119829 |       2520 |       2520 |       0.62
| 1075174700051 |       2521 |       2521 |       0.71
| 1075175350153 |       2522 |       2522 |       0.70
| 1075175990303 |       2523 |       2523 |       0.74
| 1075176100371 |       2524 |       2524 |       0.68
| 1075176770489 |       2525 |       2525 |       0.66
| 1075177430702 |       2526 |       2526 |       0.79
| 1075178260707 |       2527 |       2527 |       0.63
| 1075178520903 |       2528 |       2528 |       0.71
| 1075178550945 |       2529 |       2529 |       0.63
| 1075179431059 |       2530 |       2530 |       0.64
| 1075180331219 |       2531 |       2531 |       0.69
| 1075180851514 |       2532 |       2532 |       0.85
| 1075181351510 |       2533 |       2533 |       0.77
| 1075181971653 |       2534 |       2534 |       0.78
| 1075182161740 |       2535 |       2535 |       0.71
| 1075182361833 |       2536 |       2536 |       0.70
| 1075182582094 |       2537 |       2537 |       0.82
| 1075183042102 |       2538 |       2538 |       0.68
| 1075183352223 |       2539 |       2539 |       0.70
| 1075183382304 |       2540 |       2540 |       0.64
| 1075183662599 |       2541 |       2541 |       0.80
| 1075184522572 |       2542 |       2542 |       0.68
| 1075184822759 |       2543 |       2543 |       0.76
| 1075184942930 |       2544 |       2544 |       0.76
| 1075185603091 |       2545 |       2545 |       0.79
| 1075186153197 |       2546 |       2546 |       0.80
| 1075186843179 |       2547 |       2547 |       0.64
| 1075187053417 |       2548 |       2548 |       0.76
| 1075187203692 |       2549 |       2549 |       0.92
| 1075187403682 |       2550 |       2550 |       0.78
| 1075187843723 |       2551 |       2551 |       0.67
| 1075187913891 |       2552 |       2552 |       0.71
| 1075188754101 |       2553 |       2553 |       0.79
| 1075188834129 |       2554 |       2554 |       0.69
| 1075189364135 |       2555 |       2555 |       0.62
| 1075190224312 |       2556 |       2556 |       0.72
| 1075190954494 |       2557 |       2557 |       0.75
| 1075191654546 |       2558 |       2558 |       0.68
| 1075191764712 |       2559 |       2559 |       0.72
| 1075191864834 |       2560 |       2560 |       0.67
| 1075192434958 |       2561 |       2561 |       0.65
| 1075193435089 |       2562 |       2562 |       0.67
| 1075194055212 |       2563 |       2563 |       0.69
| 1075194125473 |       2564 |       2564 |       0.82
| 1075195085430 |       2565 |       2565 |       0.65
| 1075195245649 |       2566 |       2566 |       0.75
| 1075195865887 |       2567 |       2567 |       0.82
| 1075196045899 |       2568 |       2568 |       0.70
| 1075196656090 |       2569 |       2569 |       0.73
| 1075197586217 |       2570 |       2570 |       0.72
| 1075197796483 |       2571 |       2571 |       0.85
| 1075198676547 |       2572 |       2572 |       0.80
| 1075198806587 |       2573 |       2573 |       0.70
| 1075199316764 |       2574 |       2574 |       0.79
| 1075199666775 |       2575 |       2575 |       0.63
| 1075200456974 |       2576 |       2576 |       0.68
| 1075200857221 |       2577 |       2577 |       0.82
| 1075201247333 |       2578 |       2578 |       0.82
| 1075201597379 |       2579 |       2579 |       0.74
| 1075202497445 |       2580 |       2580 |       0.75
| 1075203077694 |       2581 |       2581 |       0.83
| 1075203867687 |       2582 |       2582 |       0.70
| 1075204827933 |       2583 |       2583 |       0.79
| 1075205597935 |       2584 |       2584 |       0.65
| 1075206458229 |       2585 |       2585 |       0.85
| 1075207298264 |       2586 |       2586 |       0.80
| 1075207918390 |       2587 |       2587 |       0.77
| 1075208858368 |       2588 |       2588 |       0.64
| 1075209388708 |       2589 |       2589 |       0.86
| 1075209458583 |       2590 |       2590 |       0.60
| 1075209848908 |       2591 |       2591 |       0.82
| 1075209939019 |       2592 |       2592 |       0.80
| 1075210009035 |       2593 |       2593 |       0.69
| 1075210359149 |       2594 |       2594 |       0.70
| 1075210869220 |       2595 |       2595 |       0.65
| 1075210889442 |       2596 |       2596 |       0.75
| 1075211389557 |       2597 |       2597 |       0.78
| 1075211509545 |       2598 |       2598 |       0.66
| 1075212059589 |       2599 |       2599 |       0.63
| 1075212169803 |       2600 |       2600 |       0.76
| 1075212559813 |       2601 |       2601 |       0.67
| 1075213310019 |       2602 |       2602 |       0.82
| 1075213649929 |       2603 |       2603 |       0.64
| 1075214169920 |       2604 |       2604 |       0.58
| 1075214780096 |       2605 |       2605 |       0.66
| 1075214820087 |       2606 |       2606 |       0.56
| 1075215120208 |       2607 |       2607 |       0.61
| 1075215480504 |       2608 |       2608 |       0.82
| 1075215900657 |       2609 |       2609 |       0.82
| 1075216900716 |       2610 |       2610 |       0.74
| 1075217150786 |       2611 |       2611 |       0.70
| 1075217500970 |       2612 |       2612 |       0.79
| 1075218281055 |       2613 |       2613 |       0.76
| 1075218841253 |       2614 |       2614 |       0.85
| 1075218951369 |       2615 |       2615 |       0.83
| 1075219941470 |       2616 |       2616 |       0.79
| 1075220331465 |       2617 |       2617 |       0.67
| 1075220411730 |       2618 |       2618 |       0.81
| 1075220681820 |       2619 |       2619 |       0.77
| 1075221591877 |       2620 |       2620 |       0.73
| 1075221741974 |       2621 |       2621 |       0.71
| 1075222392125 |       2622 |       2622 |       0.77
| 1075222742319 |       2623 |       2623 |       0.81
| 1075223302490 |       2624 |       2624 |       0.89
| 1075224302427 |       2625 |       2625 |       0.67
| 1075225152611 |       2626 |       2626 |       0.74
| 1075226082929 |       2627 |       2627 |       0.88
| 1075226932927 |       2628 |       2628 |       0.76
| 1075227253116 |       2629 |       2629 |       0.84
| 1075227723103 |       2630 |       2630 |       0.71
| 1075228023124 |       2631 |       2631 |       0.62
| 1075228723225 |       2632 |       2632 |       0.61
| 1075229293508 |       2633 |       2633 |       0.80
| 1075230283539 |       2634 |       2634 |       0.72
| 1075230853622 |       2635 |       2635 |       0.70
| 1075231373829 |       2636 |       2636 |       0.74
| 1075231394054 |       2637 |       2637 |       0.85
| 1075231604039 |       2638 |       2638 |       0.71
| 1075232474026 |       2639 |       2639 |       0.59
| 1075233264313 |       2640 |       2640 |       0.80
| 1075233474314 |       2641 |       2641 |       0.70
| 1075233584394 |       2642 |       2642 |       0.66
| 1075233714583 |       2643 |       2643 |       0.72
| 1075234694778 |       2644 |       2644 |       0.73
| 1075235365038 |       2645 |       2645 |       0.90
| 1075235954948 |       2646 |       2646 |       0.68
| 1075236275099 |       2647 |       2647 |       0.71
| 1075236675259 |       2648 |       2648 |       0.73
| 1075237335237 |       2649 |       2649 |       0.60
| 1075237915309 |       2650 |       2650 |       0.57
| 1075238575426 |       2651 |       2651 |       0.54
| 1075238735617 |       2652 |       2652 |       0.59
| 1075238965740 |       2653 |       2653 |       0.59
| 1075239965673 |       2654 |       2654 |       0.42
| 1075240675917 |       2655 |       2655 |       0.57
| 1075241256299 |       2656 |       2656 |       0.84
| 1075241456229 |       2657 |       2657 |       0.66
| 1075242436382 |       2658 |       2658 |       0.74
| 1075242866601 |       2659 |       2659 |       0.83
| 1075243736781 |       2660 |       2660 |       0.86
| 1075244536639 |       2661 |       2661 |       0.62
| 1075245256946 |       2662 |       2662 |       0.79
| 1075246177112 |       2663 |       2663 |       0.85
| 1075246537058 |       2664 |       2664 |       0.68
| 1075247247317 |       2665 |       2665 |       0.85
| 1075247727519 |       2666 |       2666 |       0.88
| 1075248607355 |       2667 |       2667 |       0.61
| 1075248687698 |       2668 |       2668 |       0.83
| 1075249377654 |       2669 |       2669 |       0.67
| 1075250127849 |       2670 |       2670 |       0.77
| 1075250987936 |       2671 |       2671 |       0.71
| 1075251877970 |       2672 |       2672 |       0.64
| 1075252088273 |       2673 |       2673 |       0.82
| 1075252428189 |       2674 |       2674 |       0.63
| 1075252648537 |       2675 |       2675 |       0.83
| 1075253518603 |       2676 |       2676 |       0.80
| 1075254448719 |       2677 |       2677 |       0.85
| 1075255328657 |       2678 |       2678 |       0.68
| 1075255948806 |       2679 |       2679 |       0.71
| 1075256888976 |       2680 |       2680 |       0.74
| 1075257349169 |       2681 |       2681 |       0.83
| 1075257619298 |       2682 |       2682 |       0.85
| 1075257709271 |       2683 |       2683 |       0.70
| 1075257749307 |       2684 |       2684 |       0.62
| 1075258019601 |       2685 |       2685 |       0.80
| 1075258169635 |       2686 |       2686 |       0.73
| 1075259139705 |       2687 |       2687 |       0.66
| 1075259959887 |       2688 |       2688 |       0.73
| 1075260439987 |       2689 |       2689 |       0.69
| 1075260830116 |       2690 |       2690 |       0.71
| 1075261510327 |       2691 |       2691 |       0.80
| 1075261780374 |       2692 |       2692 |       0.73
| 1075262240538 |       2693 |       2693 |       0.79
| 1075262840528 |       2694 |       2694 |       0.63
| 1075263470827 |       2695 |       2695 |       0.84
| 1075263980742 |       2696 |       2696 |       0.64
| 1075264400963 |       2697 |       2697 |       0.75
| 1075265261172 |       2698 |       2698 |       0.85
| 1075266191203 |       2699 |       2699 |       0.78
| 1075266301417 |       2700 |       2700 |       0.84
| 1075267261236 |       2701 |       2701 |       0.58
| 1075268051371 |       2702 |       2702 |       0.58
| 1075268391459 |       2703 |       2703 |       0.57
| 1075268551588 |       2704 |       2704 |       0.59
| 1075268681722 |       2705 |       2705 |       0.54
| 1075269591948 |       2706 |       2706 |       0.68
| 1075269972109 |       2707 |       2707 |       0.75
| 1075270382144 |       2708 |       2708 |       0.69
| 1075271172413 |       2709 |       2709 |       0.86
| 1075272172375 |       2710 |       2710 |       0.74
| 1075272512578 |       2711 |       2711 |       0.84
| 1075273112578 |       2712 |       2712 |       0.73
| 1075273382674 |       2713 |       2713 |       0.69
| 1075274162919 |       2714 |       2714 |       0.84
| 1075275142988 |       2715 |       2715 |       0.78
| 1075276033177 |       2716 |       2716 |       0.86
| 1075276953275 |       2717 |       2717 |       0.82
| 1075277893351 |       2718 |       2718 |       0.78
| 1075278603360 |       2719 |       2719 |       0.64
| 1075279003639 |       2720 |       2720 |       0.81
| 1075279323822 |       2721 |       2721 |       0.87
| 1075280063696 |       2722 |       2722 |       0.66
| 1075280083811 |       2723 |       2723 |       0.68
| 1075280214021 |       2724 |       2724 |       0.80
| 1075280894142 |       2725 |       2725 |       0.81
| 1075281534144 |       2726 |       2726 |       0.72
| 1075282514205 |       2727 |       2727 |       0.72
| 1075282614480 |       2728 |       2728 |       0.85
| 1075283464387 |       2729 |       2729 |       0.69
| 1075284374515 |       2730 |       2730 |       0.67
| 1075284924700 |       2731 |       2731 |       0.74
| 1075285724969 |       2732 |       2732 |       0.85
| 1075286424910 |       2733 |       2733 |       0.72
| 1075286665045 |       2734 |       2734 |       0.72
| 1075287625076 |       2735 |       2735 |       0.60
| 1075287805304 |       2736 |       2736 |       0.72
| 1075287955390 |       2737 |       2737 |       0.71
| 1075288295493 |       2738 |       2738 |       0.71
| 1075288875565 |       2739 |       2739 |       0.64
| 1075289165760 |       2740 |       2740 |       0.71
| 1075289505956 |       2741 |       2741 |       0.80
| 1075289775941 |       2742 |       2742 |       0.67
| 1075290006178 |       2743 |       2743 |       0.76
| 1075290956388 |       2744 |       2744 |       0.84
| 1075290996415 |       2745 |       2745 |       0.74
| 1075291206445 |       2746 |       2746 |       0.64
| 1075292046724 |       2747 |       2747 |       0.83
| 1075293006956 |       2748 |       2748 |       0.82
| 1075293156900 |       2749 |       2749 |       0.66
| 1075294047190 |       2750 |       2750 |       0.85
| 1075294757348 |       2751 |       2751 |       0.89
| 1075295577426 |       2752 |       2752 |       0.87
| 1075296197255 |       2753 |       2753 |       0.62
| 1075296917567 |       2754 |       2754 |       0.79
| 1075297207680 |       2755 |       2755 |       0.79
| 1075297857732 |       2756 |       2756 |       0.70
| 1075298567816 |       2757 |       2757 |       0.72
| 1075298838038 |       2758 |       2758 |       0.83
| 1075299588119 |       2759 |       2759 |       0.81
| 1075300138114 |       2760 |       2760 |       0.70
| 1075300308404 |       2761 |       2761 |       0.87
| 1075300958361 |       2762 |       2762 |       0.68
| 1075301308643 |       2763 |       2763 |       0.86
| 1075301528681 |       2764 |       2764 |       0.79
| 1075302418749 |       2765 |       2765 |       0.76
| 1075303078929 |       2766 |       2766 |       0.83
| 1075303829108 |       2767 |       2767 |       0.86
| 1075304209048 |       2768 |       2768 |       0.70
| 1075305209265 |       2769 |       2769 |       0.79
| 1075305529338 |       2770 |       2770 |       0.78
| 1075305539468 |       2771 |       2771 |       0.79
| 1075306219632 |       2772 |       2772 |       0.82
| 1075306799648 |       2773 |       2773 |       0.71
| 1075307039795 |       2774 |       2774 |       0.75
| 1075308019978 |       2775 |       2775 |       0.81
| 1075308980098 |       2776 |       2776 |       0.83
| 1075309770199 |       2777 |       2777 |       0.79
| 1075309940283 |       2778 |       2778 |       0.75
| 1075310210453 |       2779 |       2779 |       0.81
| 1075310490411 |       2780 |       2780 |       0.67
| 1075310540623 |       2781 |       2781 |       0.75
| 1075311510815 |       2782 |       2782 |       0.87
| 1075311600903 |       2783 |       2783 |       0.84
| 1075311620964 |       2784 |       2784 |       0.77
| 1075311660945 |       2785 |       2785 |       0.62
| 1075312391150 |       2786 |       2786 |       0.70
| 1075313061372 |       2787 |       2787 |       0.79
| 1075313801571 |       2788 |       2788 |       0.88
| 1075314791762 |       2789 |       2789 |       0.91
| 1075315551637 |       2790 |       2790 |       0.71
| 1075316192106 |       2791 |       2791 |       0.93
| 1075316702036 |       2792 |       2792 |       0.74
| 1075317112283 |       2793 |       2793 |       0.85
| 1075318102407 |       2794 |       2794 |       0.83
| 1075318832511 |       2795 |       2795 |       0.83
| 1075319472423 |       2796 |       2796 |       0.66
| 1075320462696 |       2797 |       2797 |       0.82
| 1075320932749 |       2798 |       2798 |       0.68
| 1075320952908 |       2799 |       2799 |       0.74
| 1075321942927 |       2800 |       2800 |       0.62
| 1075322073267 |       2801 |       2801 |       0.83
| 1075322103385 |       2802 |       2802 |       0.83
| 1075322123489 |       2803 |       2803 |       0.81
| 1075322183438 |       2804 |       2804 |       0.62
| 1075322793704 |       2805 |       2805 |       0.75
| 1075323143910 |       2806 |       2806 |       0.82
| 1075323163829 |       2807 |       2807 |       0.63
