|       Time |     Offset |        Seq |    latency 
| 1074453709640 |       1109 |       1109 |       0.64
| 1074453959856 |       1110 |       1110 |       0.76
| 1074454280060 |       1111 |       1111 |       0.85
| 1074454410016 |       1112 |       1112 |       0.70
| 1074454450085 |       1113 |       1113 |       0.65
| 1074454760357 |       1114 |       1114 |       0.78
| 1074455340522 |       1115 |       1115 |       0.86
| 1074455800667 |       1116 |       1116 |       0.86
| 1074456380691 |       1117 |       1117 |       0.76
| 1074456880797 |       1118 |       1118 |       0.72
| 1074457460868 |       1119 |       1119 |       0.70
| 1074458280945 |       1120 |       1120 |       0.66
| 1074458451118 |       1121 |       1121 |       0.72
| 1074458851246 |       1122 |       1122 |       0.74
| 1074459131257 |       1123 |       1123 |       0.64
| 1074460121366 |       1124 |       1124 |       0.63
| 1074461061518 |       1125 |       1125 |       0.70
| 1074461831683 |       1126 |       1126 |       0.73
| 1074462501763 |       1127 |       1127 |       0.72
| 1074462942110 |       1128 |       1128 |       0.92
| 1074463772085 |       1129 |       1129 |       0.78
| 1074464252284 |       1130 |       1130 |       0.81
| 1074465042239 |       1131 |       1131 |       0.66
| 1074465962584 |       1132 |       1132 |       0.88
| 1074466192465 |       1133 |       1133 |       0.68
| 1074466902561 |       1134 |       1134 |       0.67
| 1074467502713 |       1135 |       1135 |       0.71
| 1074467542941 |       1136 |       1136 |       0.76
| 1074468462894 |       1137 |       1137 |       0.62
| 1074468503154 |       1138 |       1138 |       0.73
| 1074468593287 |       1139 |       1139 |       0.74
| 1074469493394 |       1140 |       1140 |       0.77
| 1074470123403 |       1141 |       1141 |       0.66
| 1074470873753 |       1142 |       1142 |       0.89
| 1074471243809 |       1143 |       1143 |       0.82
| 1074471913818 |       1144 |       1144 |       0.73
| 1074471973994 |       1145 |       1145 |       0.78
| 1074472924102 |       1146 |       1146 |       0.77
| 1074473044114 |       1147 |       1147 |       0.66
| 1074474024258 |       1148 |       1148 |       0.68
| 1074474824519 |       1149 |       1149 |       0.83
| 1074474874678 |       1150 |       1150 |       0.85
| 1074475674864 |       1151 |       1151 |       0.88
| 1074476634784 |       1152 |       1152 |       0.69
| 1074477424885 |       1153 |       1153 |       0.70
| 1074477855056 |       1154 |       1154 |       0.76
| 1074478805092 |       1155 |       1155 |       0.67
| 1074479535385 |       1156 |       1156 |       0.88
| 1074479735379 |       1157 |       1157 |       0.75
| 1074480705475 |       1158 |       1158 |       0.69
| 1074481225590 |       1159 |       1159 |       0.73
| 1074481595863 |       1160 |       1160 |       0.87
| 1074482385793 |       1161 |       1161 |       0.64
| 1074483046105 |       1162 |       1162 |       0.84
| 1074483686182 |       1163 |       1163 |       0.77
| 1074483696219 |       1164 |       1164 |       0.67
| 1074484056508 |       1165 |       1165 |       0.85
| 1074484296454 |       1166 |       1166 |       0.67
| 1074484336798 |       1167 |       1167 |       0.89
| 1074484616771 |       1168 |       1168 |       0.73
| 1074485236816 |       1169 |       1169 |       0.69
| 1074485706987 |       1170 |       1170 |       0.75
| 1074486227154 |       1171 |       1171 |       0.82
| 1074486477265 |       1172 |       1172 |       0.80
| 1074487047379 |       1173 |       1173 |       0.84
| 1074487937325 |       1174 |       1174 |       0.65
| 1074488207651 |       1175 |       1175 |       0.87
| 1074489187677 |       1176 |       1176 |       0.82
| 1074489367682 |       1177 |       1177 |       0.72
| 1074489747668 |       1178 |       1178 |       0.58
| 1074490707952 |       1179 |       1179 |       0.69
| 1074491688167 |       1180 |       1180 |       0.77
| 1074492118230 |       1181 |       1181 |       0.71
| 1074492228329 |       1182 |       1182 |       0.68
| 1074493158414 |       1183 |       1183 |       0.63
| 1074493368572 |       1184 |       1184 |       0.66
| 1074494258804 |       1185 |       1185 |       0.81
| 1074494488791 |       1186 |       1186 |       0.70
| 1074494778942 |       1187 |       1187 |       0.73
| 1074495209105 |       1188 |       1188 |       0.79
| 1074495749332 |       1189 |       1189 |       0.87
| 1074496559282 |       1190 |       1190 |       0.68
| 1074497359375 |       1191 |       1191 |       0.69
| 1074498029639 |       1192 |       1192 |       0.85
| 1074498489640 |       1193 |       1193 |       0.76
| 1074498919793 |       1194 |       1194 |       0.80
| 1074498940088 |       1195 |       1195 |       0.93
| 1074499359845 |       1196 |       1196 |       0.59
| 1074499800047 |       1197 |       1197 |       0.67
| 1074500780330 |       1198 |       1198 |       0.82
| 1074501660513 |       1199 |       1199 |       0.86
| 1074501960450 |       1200 |       1200 |       0.70
| 1074502540515 |       1201 |       1201 |       0.70
| 1074503350673 |       1202 |       1202 |       0.73
| 1074503530814 |       1203 |       1203 |       0.75
| 1074504371053 |       1204 |       1204 |       0.84
| 1074505150953 |       1205 |       1205 |       0.65
| 1074505511173 |       1206 |       1206 |       0.74
| 1074505731322 |       1207 |       1207 |       0.76
| 1074505821430 |       1208 |       1208 |       0.74
| 1074506501581 |       1209 |       1209 |       0.80
| 1074507491658 |       1210 |       1210 |       0.79
| 1074508031620 |       1211 |       1211 |       0.66
| 1074508992048 |       1212 |       1212 |       0.95
| 1074509541967 |       1213 |       1213 |       0.78
| 1074509962098 |       1214 |       1214 |       0.79
| 1074510151957 |       1215 |       1215 |       0.53
| 1074510992269 |       1216 |       1216 |       0.73
| 1074511192532 |       1217 |       1217 |       0.84
| 1074511262422 |       1218 |       1218 |       0.60
| 1074511902596 |       1219 |       1219 |       0.68
| 1074512892861 |       1220 |       1220 |       0.80
| 1074513632966 |       1221 |       1221 |       0.79
| 1074514072915 |       1222 |       1222 |       0.61
| 1074514843165 |       1223 |       1223 |       0.74
| 1074515603422 |       1224 |       1224 |       0.84
| 1074516213330 |       1225 |       1225 |       0.67
| 1074516353439 |       1226 |       1226 |       0.65
| 1074516883676 |       1227 |       1227 |       0.74
| 1074516923734 |       1228 |       1228 |       0.66
| 1074517393947 |       1229 |       1229 |       0.79
| 1074517803965 |       1230 |       1230 |       0.70
| 1074518494117 |       1231 |       1231 |       0.74
| 1074518534135 |       1232 |       1232 |       0.63
| 1074519094312 |       1233 |       1233 |       0.70
| 1074519314585 |       1234 |       1234 |       0.85
| 1074519534488 |       1235 |       1235 |       0.62
| 1074519864894 |       1236 |       1236 |       0.91
| 1074520445040 |       1237 |       1237 |       0.86
| 1074521224958 |       1238 |       1238 |       0.68
| 1074521995045 |       1239 |       1239 |       0.67
| 1074522605395 |       1240 |       1240 |       0.89
| 1074523375407 |       1241 |       1241 |       0.81
| 1074523685565 |       1242 |       1242 |       0.83
| 1074524255580 |       1243 |       1243 |       0.71
| 1074524925707 |       1244 |       1244 |       0.66
| 1074525005989 |       1245 |       1245 |       0.83
| 1074525756140 |       1246 |       1246 |       0.86
| 1074526256208 |       1247 |       1247 |       0.84
| 1074526526178 |       1248 |       1248 |       0.71
| 1074526696425 |       1249 |       1249 |       0.83
| 1074527176332 |       1250 |       1250 |       0.63
| 1074527786715 |       1251 |       1251 |       0.90
| 1074528036724 |       1252 |       1252 |       0.79
| 1074528306758 |       1253 |       1253 |       0.71
| 1074529036809 |       1254 |       1254 |       0.63
| 1074529396974 |       1255 |       1255 |       0.70
| 1074530277156 |       1256 |       1256 |       0.80
| 1074530497208 |       1257 |       1257 |       0.75
| 1074531377249 |       1258 |       1258 |       0.69
| 1074531637407 |       1259 |       1259 |       0.73
| 1074532317537 |       1260 |       1260 |       0.71
| 1074532957791 |       1261 |       1261 |       0.84
| 1074533907864 |       1262 |       1262 |       0.79
| 1074533968066 |       1263 |       1263 |       0.84
| 1074534157957 |       1264 |       1264 |       0.64
| 1074534328121 |       1265 |       1265 |       0.70
| 1074534608279 |       1266 |       1266 |       0.74
| 1074535478393 |       1267 |       1267 |       0.76
| 1074535568518 |       1268 |       1268 |       0.76
| 1074535618493 |       1269 |       1269 |       0.61
| 1074536248738 |       1270 |       1270 |       0.71
| 1074536938910 |       1271 |       1271 |       0.74
| 1074537109083 |       1272 |       1272 |       0.79
| 1074537399032 |       1273 |       1273 |       0.63
| 1074537659363 |       1274 |       1274 |       0.83
| 1074538489455 |       1275 |       1275 |       0.82
| 1074538849511 |       1276 |       1276 |       0.76
| 1074539199600 |       1277 |       1277 |       0.74
| 1074539869863 |       1278 |       1278 |       0.82
| 1074540850061 |       1279 |       1279 |       0.89
| 1074541709938 |       1280 |       1280 |       0.62
| 1074542210132 |       1281 |       1281 |       0.72
| 1074543150324 |       1282 |       1282 |       0.78
| 1074543260343 |       1283 |       1283 |       0.69
| 1074544030551 |       1284 |       1284 |       0.80
| 1074544700691 |       1285 |       1285 |       0.78
| 1074545170763 |       1286 |       1286 |       0.72
| 1074545810831 |       1287 |       1287 |       0.65
| 1074546691041 |       1288 |       1288 |       0.73
| 1074547041217 |       1289 |       1289 |       0.76
| 1074547941167 |       1290 |       1290 |       0.60
| 1074548841613 |       1291 |       1291 |       0.92
| 1074549821515 |       1292 |       1292 |       0.70
| 1074550021741 |       1293 |       1293 |       0.78
| 1074550981999 |       1294 |       1294 |       0.93
| 1074551502084 |       1295 |       1295 |       0.90
| 1074552211872 |       1296 |       1296 |       0.63
| 1074552792146 |       1297 |       1297 |       0.76
| 1074553182212 |       1298 |       1298 |       0.72
| 1074553982383 |       1299 |       1299 |       0.76
| 1074554962583 |       1300 |       1300 |       0.85
| 1074554982593 |       1301 |       1301 |       0.70
| 1074555822830 |       1302 |       1302 |       0.78
| 1074555962835 |       1303 |       1303 |       0.65
| 1074556612959 |       1304 |       1304 |       0.63
| 1074556703279 |       1305 |       1305 |       0.83
| 1074557023376 |       1306 |       1306 |       0.81
| 1074557373445 |       1307 |       1307 |       0.77
| 1074558163567 |       1308 |       1308 |       0.77
| 1074559153696 |       1309 |       1309 |       0.83
| 1074559483766 |       1310 |       1310 |       0.77
| 1074560133753 |       1311 |       1311 |       0.62
| 1074560623921 |       1312 |       1312 |       0.67
| 1074560884060 |       1313 |       1313 |       0.70
| 1074561634243 |       1314 |       1314 |       0.73
| 1074562234371 |       1315 |       1315 |       0.77
| 1074562504426 |       1316 |       1316 |       0.71
| 1074563074574 |       1317 |       1317 |       0.71
| 1074563314805 |       1318 |       1318 |       0.85
| 1074563454751 |       1319 |       1319 |       0.68
| 1074563724868 |       1320 |       1320 |       0.68
| 1074564214985 |       1321 |       1321 |       0.67
| 1074564605283 |       1322 |       1322 |       0.84
| 1074565195252 |       1323 |       1323 |       0.71
| 1074565225502 |       1324 |       1324 |       0.83
| 1074565915563 |       1325 |       1325 |       0.78
| 1074566025586 |       1326 |       1326 |       0.67
| 1074566765918 |       1327 |       1327 |       0.86
| 1074567035864 |       1328 |       1328 |       0.69
| 1074567525932 |       1329 |       1329 |       0.67
| 1074568416152 |       1330 |       1330 |       0.74
| 1074568656193 |       1331 |       1331 |       0.65
| 1074569506427 |       1332 |       1332 |       0.80
| 1074570226371 |       1333 |       1333 |       0.66
| 1074570956685 |       1334 |       1334 |       0.84
| 1074571796789 |       1335 |       1335 |       0.84
| 1074571956854 |       1336 |       1336 |       0.75
| 1074572006943 |       1337 |       1337 |       0.73
| 1074572197043 |       1338 |       1338 |       0.72
| 1074573147321 |       1339 |       1339 |       0.86
| 1074573537267 |       1340 |       1340 |       0.69
| 1074574047596 |       1341 |       1341 |       0.91
| 1074574987727 |       1342 |       1342 |       0.89
| 1074575207795 |       1343 |       1343 |       0.85
| 1074575327815 |       1344 |       1344 |       0.75
| 1074575378066 |       1345 |       1345 |       0.81
| 1074576197963 |       1346 |       1346 |       0.65
| 1074576578287 |       1347 |       1347 |       0.85
| 1074577188188 |       1348 |       1348 |       0.67
| 1074577588355 |       1349 |       1349 |       0.69
| 1074578458318 |       1350 |       1350 |       0.58
| 1074579328490 |       1351 |       1351 |       0.66
| 1074580218760 |       1352 |       1352 |       0.84
| 1074580478674 |       1353 |       1353 |       0.64
| 1074581288898 |       1354 |       1354 |       0.78
| 1074581558854 |       1355 |       1355 |       0.63
| 1074582498945 |       1356 |       1356 |       0.67
| 1074583409175 |       1357 |       1357 |       0.83
| 1074584409141 |       1358 |       1358 |       0.65
| 1074584969415 |       1359 |       1359 |       0.81
| 1074585709475 |       1360 |       1360 |       0.72
| 1074586589443 |       1361 |       1361 |       0.63
| 1074586739617 |       1362 |       1362 |       0.66
| 1074587329852 |       1363 |       1363 |       0.80
| 1074588279881 |       1364 |       1364 |       0.67
| 1074589149998 |       1365 |       1365 |       0.69
| 1074589580143 |       1366 |       1366 |       0.71
| 1074589690207 |       1367 |       1367 |       0.65
| 1074589960445 |       1368 |       1368 |       0.78
| 1074590930630 |       1369 |       1369 |       0.81
| 1074591340777 |       1370 |       1370 |       0.86
| 1074592340741 |       1371 |       1371 |       0.67
| 1074592820865 |       1372 |       1372 |       0.68
| 1074593161207 |       1373 |       1373 |       0.90
| 1074593371316 |       1374 |       1374 |       0.90
| 1074594311375 |       1375 |       1375 |       0.88
| 1074594691249 |       1376 |       1376 |       0.60
| 1074594721334 |       1377 |       1377 |       0.55
| 1074595041529 |       1378 |       1378 |       0.63
| 1074596031985 |       1379 |       1379 |       0.88
| 1074596812032 |       1380 |       1380 |       0.81
| 1074597352101 |       1381 |       1381 |       0.75
| 1074597562331 |       1382 |       1382 |       0.87
| 1074597572281 |       1383 |       1383 |       0.68
| 1074598362431 |       1384 |       1384 |       0.72
| 1074598372633 |       1385 |       1385 |       0.80
| 1074598642807 |       1386 |       1386 |       0.84
| 1074598722905 |       1387 |       1387 |       0.81
| 1074598992907 |       1388 |       1388 |       0.69
| 1074599612942 |       1389 |       1389 |       0.57
| 1074600603199 |       1390 |       1390 |       0.69
| 1074600613338 |       1391 |       1391 |       0.67
| 1074601103412 |       1392 |       1392 |       0.65
| 1074601233667 |       1393 |       1393 |       0.79
| 1074602183601 |       1394 |       1394 |       0.61
| 1074602623906 |       1395 |       1395 |       0.72
| 1074602974109 |       1396 |       1396 |       0.81
| 1074603694144 |       1397 |       1397 |       0.69
| 1074604594333 |       1398 |       1398 |       0.78
| 1074605204480 |       1399 |       1399 |       0.81
| 1074605884517 |       1400 |       1400 |       0.75
| 1074606184711 |       1401 |       1401 |       0.83
| 1074607144863 |       1402 |       1402 |       0.86
| 1074607304808 |       1403 |       1403 |       0.66
| 1074607944939 |       1404 |       1404 |       0.68
| 1074608115147 |       1405 |       1405 |       0.77
| 1074608565114 |       1406 |       1406 |       0.65
| 1074608585217 |       1407 |       1407 |       0.65
| 1074609125234 |       1408 |       1408 |       0.58
| 1074609885495 |       1409 |       1409 |       0.70
| 1074610235574 |       1410 |       1410 |       0.68
| 1074610545804 |       1411 |       1411 |       0.76
| 1074611195870 |       1412 |       1412 |       0.71
| 1074612106086 |       1413 |       1413 |       0.83
| 1074612416054 |       1414 |       1414 |       0.66
| 1074612856182 |       1415 |       1415 |       0.67
| 1074613126276 |       1416 |       1416 |       0.65
| 1074614056414 |       1417 |       1417 |       0.66
| 1074614926684 |       1418 |       1418 |       0.81
| 1074615456753 |       1419 |       1419 |       0.77
| 1074615997068 |       1420 |       1420 |       0.98
| 1074616846979 |       1421 |       1421 |       0.75
| 1074617387180 |       1422 |       1422 |       0.86
| 1074617417257 |       1423 |       1423 |       0.81
| 1074618387346 |       1424 |       1424 |       0.80
| 1074618867303 |       1425 |       1425 |       0.63
| 1074619687684 |       1426 |       1426 |       0.84
| 1074620357623 |       1427 |       1427 |       0.65
| 1074620547684 |       1428 |       1428 |       0.61
| 1074621257857 |       1429 |       1429 |       0.68
| 1074621878079 |       1430 |       1430 |       0.78
| 1074622748241 |       1431 |       1431 |       0.80
| 1074623098222 |       1432 |       1432 |       0.67
| 1074623678342 |       1433 |       1433 |       0.66
| 1074624048538 |       1434 |       1434 |       0.71
| 1074625038619 |       1435 |       1435 |       0.71
| 1074625778833 |       1436 |       1436 |       0.79
| 1074625938874 |       1437 |       1437 |       0.70
| 1074626288971 |       1438 |       1438 |       0.68
| 1074626909211 |       1439 |       1439 |       0.79
| 1074627829234 |       1440 |       1440 |       0.70
| 1074627879396 |       1441 |       1441 |       0.72
| 1074628809605 |       1442 |       1442 |       0.78
| 1074629729726 |       1443 |       1443 |       0.77
| 1074630679836 |       1444 |       1444 |       0.72
| 1074631270045 |       1445 |       1445 |       0.85
| 1074631620049 |       1446 |       1446 |       0.71
| 1074632190150 |       1447 |       1447 |       0.71
| 1074632700308 |       1448 |       1448 |       0.74
| 1074633270417 |       1449 |       1449 |       0.73
| 1074633370501 |       1450 |       1450 |       0.70
| 1074633410654 |       1451 |       1451 |       0.73
| 1074633820835 |       1452 |       1452 |       0.81
| 1074634801048 |       1453 |       1453 |       0.91
| 1074635220927 |       1454 |       1454 |       0.69
| 1074635951233 |       1455 |       1455 |       0.85
| 1074636761337 |       1456 |       1456 |       0.84
| 1074637341447 |       1457 |       1457 |       0.86
| 1074637741461 |       1458 |       1458 |       0.76
| 1074638731652 |       1459 |       1459 |       0.80
| 1074639371823 |       1460 |       1460 |       0.89
| 1074639391784 |       1461 |       1461 |       0.71
| 1074639601910 |       1462 |       1462 |       0.71
| 1074640582095 |       1463 |       1463 |       0.72
| 1074641172138 |       1464 |       1464 |       0.68
| 1074642102411 |       1465 |       1465 |       0.82
| 1074642422336 |       1466 |       1466 |       0.64
| 1074643092651 |       1467 |       1467 |       0.86
| 1074643182572 |       1468 |       1468 |       0.63
| 1074643192898 |       1469 |       1469 |       0.83
| 1074643482797 |       1470 |       1470 |       0.65
| 1074643842987 |       1471 |       1471 |       0.74
| 1074643903190 |       1472 |       1472 |       0.80
| 1074644113216 |       1473 |       1473 |       0.71
| 1074644383257 |       1474 |       1474 |       0.62
| 1074644743568 |       1475 |       1475 |       0.79
| 1074644883733 |       1476 |       1476 |       0.82
| 1074645853735 |       1477 |       1477 |       0.69
| 1074646773933 |       1478 |       1478 |       0.77
| 1074647773998 |       1479 |       1479 |       0.68
| 1074648304123 |       1480 |       1480 |       0.66
| 1074648664309 |       1481 |       1481 |       0.70
| 1074648704502 |       1482 |       1482 |       0.75
| 1074649004786 |       1483 |       1483 |       0.88
| 1074649344750 |       1484 |       1484 |       0.70
| 1074650144807 |       1485 |       1485 |       0.67
| 1074650164930 |       1486 |       1486 |       0.67
| 1074650305132 |       1487 |       1487 |       0.75
| 1074650675352 |       1488 |       1488 |       0.83
| 1074651445355 |       1489 |       1489 |       0.72
| 1074651915495 |       1490 |       1490 |       0.75
| 1074652275646 |       1491 |       1491 |       0.79
| 1074653055812 |       1492 |       1492 |       0.83
| 1074653085956 |       1493 |       1493 |       0.85
| 1074653775914 |       1494 |       1494 |       0.70
| 1074654496179 |       1495 |       1495 |       0.87
| 1074654805993 |       1496 |       1496 |       0.56
| 1074655806360 |       1497 |       1497 |       0.79
| 1074656186520 |       1498 |       1498 |       0.85
| 1074656576466 |       1499 |       1499 |       0.66
| 1074657576769 |       1500 |       1500 |       0.81
| 1074658246775 |       1501 |       1501 |       0.73
| 1074658337073 |       1502 |       1502 |       0.89
| 1074658747087 |       1503 |       1503 |       0.76
| 1074658967242 |       1504 |       1504 |       0.80
| 1074659677326 |       1505 |       1505 |       0.77
| 1074660437308 |       1506 |       1506 |       0.61
| 1074661147502 |       1507 |       1507 |       0.72
| 1074661827647 |       1508 |       1508 |       0.73
| 1074661847736 |       1509 |       1509 |       0.69
| 1074662557937 |       1510 |       1510 |       0.84
| 1074663117997 |       1511 |       1511 |       0.78
| 1074663498083 |       1512 |       1512 |       0.78
| 1074663588142 |       1513 |       1513 |       0.73
| 1074664438239 |       1514 |       1514 |       0.68
| 1074664498324 |       1515 |       1515 |       0.64
| 1074665378484 |       1516 |       1516 |       0.72
| 1074665598672 |       1517 |       1517 |       0.78
| 1074666138712 |       1518 |       1518 |       0.73
| 1074666738939 |       1519 |       1519 |       0.71
| 1074667079020 |       1520 |       1520 |       0.68
| 1074667089271 |       1521 |       1521 |       0.80
| 1074667399224 |       1522 |       1522 |       0.65
| 1074667509458 |       1523 |       1523 |       0.76
| 1074667899582 |       1524 |       1524 |       0.73
| 1074668889785 |       1525 |       1525 |       0.82
| 1074669059842 |       1526 |       1526 |       0.73
| 1074669749797 |       1527 |       1527 |       0.57
| 1074670730203 |       1528 |       1528 |       0.83
| 1074671630136 |       1529 |       1529 |       0.63
| 1074672060258 |       1530 |       1530 |       0.63
| 1074672390495 |       1531 |       1531 |       0.73
| 1074673310617 |       1532 |       1532 |       0.73
| 1074674180627 |       1533 |       1533 |       0.68
| 1074674920874 |       1534 |       1534 |       0.78
| 1074675411063 |       1535 |       1535 |       0.88
| 1074675991071 |       1536 |       1536 |       0.75
| 1074676831296 |       1537 |       1537 |       0.86
| 1074677021240 |       1538 |       1538 |       0.65
| 1074677621298 |       1539 |       1539 |       0.60
| 1074678481416 |       1540 |       1540 |       0.63
| 1074679371685 |       1541 |       1541 |       0.83
| 1074679881630 |       1542 |       1542 |       0.66
| 1074680471843 |       1543 |       1543 |       0.77
| 1074680801834 |       1544 |       1544 |       0.64
| 1074681501974 |       1545 |       1545 |       0.68
| 1074682492235 |       1546 |       1546 |       0.87
| 1074683052231 |       1547 |       1547 |       0.74
| 1074683322237 |       1548 |       1548 |       0.65
| 1074683852545 |       1549 |       1549 |       0.84
| 1074684362653 |       1550 |       1550 |       0.80
| 1074684962829 |       1551 |       1551 |       0.87
| 1074685852828 |       1552 |       1552 |       0.74
| 1074686662915 |       1553 |       1553 |       0.70
| 1074686723052 |       1554 |       1554 |       0.69
| 1074687003231 |       1555 |       1555 |       0.74
| 1074687793324 |       1556 |       1556 |       0.72
| 1074688023344 |       1557 |       1557 |       0.60
| 1074688343673 |       1558 |       1558 |       0.79
| 1074688463759 |       1559 |       1559 |       0.66
| 1074688583984 |       1560 |       1560 |       0.76
| 1074688674089 |       1561 |       1561 |       0.74
| 1074689474118 |       1562 |       1562 |       0.67
| 1074689504342 |       1563 |       1563 |       0.76
| 1074689814319 |       1564 |       1564 |       0.63
| 1074690344492 |       1565 |       1565 |       0.71
| 1074690854611 |       1566 |       1566 |       0.70
| 1074691734688 |       1567 |       1567 |       0.66
| 1074692454897 |       1568 |       1568 |       0.73
| 1074692505064 |       1569 |       1569 |       0.76
| 1074693335053 |       1570 |       1570 |       0.68
| 1074693905276 |       1571 |       1571 |       0.74
| 1074694195310 |       1572 |       1572 |       0.68
| 1074694875601 |       1573 |       1573 |       0.85
| 1074695385760 |       1574 |       1574 |       0.89
| 1074696005837 |       1575 |       1575 |       0.86
| 1074696386048 |       1576 |       1576 |       0.92
| 1074696876105 |       1577 |       1577 |       0.86
| 1074697046072 |       1578 |       1578 |       0.69
| 1074697686322 |       1579 |       1579 |       0.79
| 1074697706355 |       1580 |       1580 |       0.70
| 1074697726608 |       1581 |       1581 |       0.82
| 1074697966620 |       1582 |       1582 |       0.71
| 1074698226750 |       1583 |       1583 |       0.71
| 1074699056835 |       1584 |       1584 |       0.66
| 1074699357029 |       1585 |       1585 |       0.75
| 1074700237102 |       1586 |       1586 |       0.66
| 1074701207291 |       1587 |       1587 |       0.75
| 1074702077520 |       1588 |       1588 |       0.85
| 1074702267526 |       1589 |       1589 |       0.76
| 1074702707759 |       1590 |       1590 |       0.87
| 1074703697826 |       1591 |       1591 |       0.75
| 1074704327907 |       1592 |       1592 |       0.70
| 1074704557978 |       1593 |       1593 |       0.65
| 1074704928187 |       1594 |       1594 |       0.75
| 1074705868450 |       1595 |       1595 |       0.89
| 1074705978519 |       1596 |       1596 |       0.82
| 1074706208463 |       1597 |       1597 |       0.65
| 1074706368606 |       1598 |       1598 |       0.70
| 1074707188882 |       1599 |       1599 |       0.82
| 1074707468983 |       1600 |       1600 |       0.80
| 1074707798962 |       1601 |       1601 |       0.67
| 1074708539081 |       1602 |       1602 |       0.65
| 1074709109328 |       1603 |       1603 |       0.80
| 1074709119449 |       1604 |       1604 |       0.79
| 1074709359558 |       1605 |       1605 |       0.79
| 1074709889696 |       1606 |       1606 |       0.78
| 1074710269760 |       1607 |       1607 |       0.71
| 1074710349924 |       1608 |       1608 |       0.75
| 1074711050116 |       1609 |       1609 |       0.85
| 1074711420052 |       1610 |       1610 |       0.69
| 1074711870308 |       1611 |       1611 |       0.81
| 1074712590241 |       1612 |       1612 |       0.63
| 1074713550433 |       1613 |       1613 |       0.69
| 1074714250595 |       1614 |       1614 |       0.74
| 1074715140602 |       1615 |       1615 |       0.66
| 1074715390929 |       1616 |       1616 |       0.85
| 1074715971037 |       1617 |       1617 |       0.86
| 1074716180991 |       1618 |       1618 |       0.70
| 1074716651238 |       1619 |       1619 |       0.79
| 1074716771382 |       1620 |       1620 |       0.81
| 1074717411485 |       1621 |       1621 |       0.83
| 1074718211370 |       1622 |       1622 |       0.64
| 1074718311590 |       1623 |       1623 |       0.77
| 1074719171518 |       1624 |       1624 |       0.63
| 1074719341769 |       1625 |       1625 |       0.69
| 1074719371809 |       1626 |       1626 |       0.61
| 1074719692202 |       1627 |       1627 |       0.88
| 1074720442195 |       1628 |       1628 |       0.69
| 1074720982489 |       1629 |       1629 |       0.87
| 1074721112604 |       1630 |       1630 |       0.86
| 1074721142502 |       1631 |       1631 |       0.64
| 1074722012638 |       1632 |       1632 |       0.65
| 1074722872813 |       1633 |       1633 |       0.73
| 1074723812902 |       1634 |       1634 |       0.68
| 1074724043173 |       1635 |       1635 |       0.84
| 1074724483256 |       1636 |       1636 |       0.81
| 1074724953201 |       1637 |       1637 |       0.61
| 1074725553411 |       1638 |       1638 |       0.74
| 1074726073578 |       1639 |       1639 |       0.76
| 1074726593662 |       1640 |       1640 |       0.75
| 1074726923846 |       1641 |       1641 |       0.81
| 1074727233993 |       1642 |       1642 |       0.82
| 1074727813892 |       1643 |       1643 |       0.60
| 1074728094182 |       1644 |       1644 |       0.77
| 1074729094229 |       1645 |       1645 |       0.69
| 1074729564315 |       1646 |       1646 |       0.67
| 1074730444523 |       1647 |       1647 |       0.78
| 1074731374632 |       1648 |       1648 |       0.81
| 1074731404775 |       1649 |       1649 |       0.81
| 1074731744867 |       1650 |       1650 |       0.75
| 1074732145052 |       1651 |       1651 |       0.82
| 1074732804973 |       1652 |       1652 |       0.62
| 1074732945303 |       1653 |       1653 |       0.82
| 1074733435217 |       1654 |       1654 |       0.64
| 1074734305278 |       1655 |       1655 |       0.60
| 1074734965489 |       1656 |       1656 |       0.69
| 1074735485827 |       1657 |       1657 |       0.91
| 1074735675823 |       1658 |       1658 |       0.79
| 1074736085942 |       1659 |       1659 |       0.79
| 1074736485874 |       1660 |       1660 |       0.62
| 1074736795997 |       1661 |       1661 |       0.63
| 1074737225993 |       1662 |       1662 |       0.55
| 1074737496352 |       1663 |       1663 |       0.81
| 1074738016325 |       1664 |       1664 |       0.68
| 1074738726582 |       1665 |       1665 |       0.78
| 1074739216697 |       1666 |       1666 |       0.80
| 1074739526759 |       1667 |       1667 |       0.76
| 1074739706876 |       1668 |       1668 |       0.69
| 1074740146900 |       1669 |       1669 |       0.59
| 1074740317121 |       1670 |       1670 |       0.69
| 1074741007494 |       1671 |       1671 |       0.93
| 1074741767580 |       1672 |       1672 |       0.85
| 1074742247467 |       1673 |       1673 |       0.64
| 1074742867752 |       1674 |       1674 |       0.78
| 1074743257963 |       1675 |       1675 |       0.89
| 1074744088053 |       1676 |       1676 |       0.85
| 1074744178184 |       1677 |       1677 |       0.86
| 1074744438254 |       1678 |       1678 |       0.81
| 1074745188336 |       1679 |       1679 |       0.74
| 1074745648461 |       1680 |       1680 |       0.73
| 1074746248527 |       1681 |       1681 |       0.68
| 1074746398559 |       1682 |       1682 |       0.61
| 1074746518699 |       1683 |       1683 |       0.63
| 1074746608890 |       1684 |       1684 |       0.70
| 1074747599187 |       1685 |       1685 |       0.83
| 1074748589110 |       1686 |       1686 |       0.61
| 1074749339346 |       1687 |       1687 |       0.74
| 1074749839282 |       1688 |       1688 |       0.56
| 1074750359589 |       1689 |       1689 |       0.74
| 1074750509539 |       1690 |       1690 |       0.60
